Analyse;T70_HC_PYR;T90_HC_PYR;T30_CO2_PYR;T50_CO2_PYR;T70_CO2_PYR;T90_CO2_PYR;T70_CO_OX;T50_CO2_OX;T70_CO2_OX;T90_CO2_OX;PseudoS1;S2;S2_PC;HI;OI;OICO;OIRE6;HI_OIre6;PC;PC_TOCRE6;TOCRE6;T10_HC_PYR;T30_HC_PYR;S1S2_HC_PYR;S1S2_TOT_PYR;StableCarbon;ActiveCarbon;Confidence;
SOIL_11781;490.00;545.00;362.00;414.00;470.00;527.00;526.00;471.00;524.00;570.00;0.09;1.39;0.43;101.56;246.31;87.61;229.19;0.44;3.24;0.20;16.50;349.00;403.00;1.39;5.54;67.51;32.49;32.77;
SOIL_11785;475.00;530.00;352.00;403.00;457.00;520.00;518.00;442.00;505.00;559.00;0.05;1.09;0.46;117.65;260.49;85.50;238.30;0.49;2.39;0.21;11.20;340.00;392.00;1.09;3.73;71.65;28.35;25.53;
SOIL_11785BIS;475.00;530.00;352.00;402.00;457.00;520.00;513.00;441.00;504.00;559.00;0.05;1.07;0.45;117.21;261.42;89.20;241.09;0.49;2.36;0.21;10.99;341.00;393.00;1.07;3.68;70.87;29.13;24.49;
SOIL_11812;455.00;514.00;344.00;396.00;449.00;514.00;434.00;401.00;460.00;536.00;0.10;1.44;0.43;125.54;353.36;64.96;294.11;0.43;3.34;0.24;13.85;328.00;382.00;1.44;5.30;61.65;38.35;29.82;
SOIL_11813;460.00;521.00;343.00;390.00;443.00;513.00;476.00;413.00;464.00;539.00;0.04;1.06;0.53;139.67;222.51;73.96;204.09;0.68;1.99;0.22;9.13;320.00;372.00;1.06;2.75;66.12;33.88;30.29;
SOIL_11815;458.00;521.00;345.00;398.00;451.00;515.00;404.00;399.00;448.00;529.00;0.09;0.94;0.36;105.47;417.93;68.15;342.89;0.31;2.60;0.24;10.73;331.00;385.00;0.94;4.39;69.64;30.36;31.29;
SOIL_11816;453.00;513.00;345.00;395.00;446.00;512.00;423.00;401.00;445.00;529.00;0.07;1.41;0.51;134.89;250.58;59.72;216.37;0.62;2.75;0.22;12.64;322.00;372.00;1.41;4.00;60.88;39.12;28.80;
SOIL_11817;464.00;520.00;350.00;402.00;455.00;517.00;438.00;412.00;476.00;543.00;0.13;2.35;0.48;134.98;313.21;64.06;264.39;0.51;4.93;0.23;20.99;337.00;390.00;2.35;7.77;54.23;45.77;25.53;
SOIL_11818;461.00;523.00;341.00;389.00;442.00;511.00;486.00;426.00;477.00;545.00;0.07;1.21;0.47;117.96;247.39;77.17;224.02;0.53;2.57;0.21;12.34;314.00;371.00;1.21;3.63;62.00;38.00;20.39;
SOIL_11823;471.00;525.00;350.00;402.00;456.00;519.00;483.00;428.00;492.00;552.00;0.11;2.60;0.53;145.07;251.52;68.25;221.93;0.65;4.90;0.23;21.61;335.00;392.00;2.60;7.31;52.85;47.15;22.37;
SOIL_11824;460.00;511.00;344.00;392.00;443.00;510.00;439.00;408.00;457.00;536.00;0.06;1.59;0.58;162.82;225.98;62.30;199.95;0.81;2.75;0.23;11.76;323.00;376.00;1.59;3.73;55.36;44.64;26.15;
SOIL_11825;461.00;519.00;345.00;395.00;447.00;511.00;470.00;417.00;472.00;543.00;0.05;0.86;0.50;129.06;248.78;70.82;221.40;0.58;1.74;0.22;8.08;323.00;379.00;0.86;2.51;70.22;29.78;27.93;
SOIL_11826;462.00;517.00;342.00;389.00;440.00;508.00;476.00;421.00;475.00;543.00;0.06;1.46;0.55;155.38;235.10;71.28;211.71;0.73;2.65;0.23;11.35;322.00;377.00;1.46;3.58;62.72;37.28;25.26;
SOIL_11829;470.00;521.00;348.00;401.00;455.00;518.00;477.00;432.00;493.00;552.00;0.16;3.99;0.56;169.30;264.60;67.01;230.73;0.73;7.09;0.25;28.39;330.00;390.00;3.99;10.29;52.29;47.71;27.33;
SOIL_11833;470.00;525.00;353.00;405.00;460.00;522.00;500.00;428.00;495.00;554.00;0.12;2.07;0.50;139.88;281.91;70.71;245.44;0.57;4.15;0.23;17.79;338.00;394.00;2.07;6.57;58.55;41.45;30.60;
SOIL_11837;461.00;523.00;344.00;393.00;444.00;510.00;482.00;423.00;478.00;545.00;0.05;0.85;0.47;123.35;264.10;80.86;238.28;0.52;1.82;0.22;8.31;323.00;378.00;0.85;2.58;70.56;29.44;24.80;
SOIL_11837BIS;462.00;521.00;344.00;393.00;446.00;510.00;477.00;425.00;479.00;546.00;0.05;0.83;0.47;122.21;262.48;77.49;235.17;0.52;1.77;0.22;8.21;324.00;380.00;0.83;2.54;70.85;29.15;25.03;
SOIL_17885;468.00;516.00;348.00;399.00;450.00;514.00;476.00;426.00;484.00;548.00;0.08;1.46;0.55;134.22;215.06;57.17;189.08;0.71;2.67;0.20;13.13;341.00;396.00;1.46;3.77;58.24;41.76;21.86;
SOIL_17887;474.00;522.00;349.00;398.00;451.00;514.00;505.00;440.00;499.00;556.00;0.07;1.33;0.54;142.32;228.50;74.72;208.88;0.68;2.48;0.22;11.23;346.00;403.00;1.33;3.50;59.66;40.34;16.66;
SOIL_17890;469.00;519.00;346.00;396.00;448.00;512.00;500.00;438.00;494.00;554.00;0.07;1.34;0.54;148.92;224.50;81.40;209.79;0.71;2.46;0.23;10.85;338.00;396.00;1.34;3.35;60.16;39.84;19.29;
SOIL_17893;477.00;533.00;349.00;398.00;452.00;516.00;505.00;443.00;505.00;558.00;0.09;1.87;0.52;127.79;218.10;71.13;199.27;0.64;3.59;0.20;17.60;342.00;400.00;1.87;5.08;55.53;44.47;25.56;
SOIL_17894;477.00;530.00;353.00;404.00;459.00;521.00;505.00;443.00;506.00;558.00;0.09;1.67;0.52;124.22;216.17;70.77;197.66;0.63;3.25;0.20;16.24;343.00;401.00;1.67;4.87;61.72;38.28;32.02;
SOIL_17897;480.00;533.00;352.00;402.00;456.00;519.00;510.00;450.00;510.00;561.00;0.11;2.15;0.52;130.00;224.44;71.27;203.96;0.64;4.13;0.21;19.94;347.00;404.00;2.15;5.99;55.66;44.34;27.15;
SOIL_18091;462.00;526.00;345.00;394.00;447.00;511.00;494.00;421.00;480.00;547.00;0.06;0.79;0.44;112.50;270.22;80.33;242.43;0.46;1.77;0.21;8.42;327.00;381.00;0.79;2.58;71.31;28.69;24.13;
SOIL_18092;468.00;531.00;346.00;394.00;447.00;512.00;496.00;431.00;493.00;552.00;0.06;0.94;0.43;104.29;263.69;77.55;236.09;0.44;2.19;0.20;10.87;332.00;385.00;0.94;3.24;68.20;31.80;25.20;
SOIL_18093;470.00;532.00;346.00;396.00;449.00;513.00;504.00;436.00;496.00;556.00;0.06;0.84;0.42;103.92;273.22;80.99;244.99;0.42;1.99;0.20;9.74;332.00;387.00;0.84;3.00;69.48;30.52;23.52;
SOIL_18094;463.00;522.00;346.00;395.00;447.00;511.00;484.00;423.00;482.00;549.00;0.06;0.84;0.44;116.25;290.05;77.23;255.08;0.46;1.91;0.22;8.70;330.00;384.00;0.84;2.83;70.45;29.55;24.91;
SOIL_18101;465.00;523.00;345.00;394.00;448.00;513.00;492.00;427.00;491.00;551.00;0.06;1.16;0.46;117.29;262.18;73.61;232.74;0.50;2.51;0.21;11.94;331.00;385.00;1.16;3.73;61.87;38.13;18.72;
SOIL_18106;467.00;530.00;346.00;396.00;451.00;516.00;508.00;439.00;499.00;558.00;0.06;0.96;0.43;107.63;261.65;89.36;241.35;0.45;2.24;0.21;10.78;332.00;384.00;0.96;3.47;67.37;32.63;24.23;
SOIL_18106BIS;470.00;533.00;348.00;397.00;451.00;515.00;505.00;440.00;499.00;558.00;0.06;0.99;0.44;110.44;262.65;88.75;241.73;0.46;2.28;0.21;10.84;332.00;385.00;0.99;3.47;66.75;33.25;23.76;
