,id,TCaCO3,TC_CaCO3,TC_CHN,TOC_CHN,TOC_re6,Cstable_TOC_re6_ratio,Cstable_re6_corrCHN,Cactive_AMG_re6_corrCHN,clay_sed,sand_sed,fine_medium_silt_sed,coarse_silt_sed,texture_class,Clay,Sand,Silt,Texture class
1060,3656,21.0,2.52005455253929,14.876,12.3559454474607,,0.645101422380616,7.9708379830142,4.3851074644465,97.63031,709.239859999999,124.3879,77.74266,loamy_sand,97.63031,709.239859999999,202.13056,loamy_sand
1070,4100,81.0,9.72021041693726,27.297,17.5767895830627,,0.569044101557931,10.0019684365667,7.57482114649599,139.48938,201.67743,335.78314,304.66887,silt_loam,139.48938,201.67743,640.45201,silt_loam
1080,4883,35.0,4.20009092089881,34.4,30.1999090791011,29.2,0.491040258325384,14.8293711556049,15.3705379234962,436.075974514695,99.371627276695,362.106576720706,102.445821487903,silty_clay,436.075974514695,99.371627276695,464.552398208609,silty_clay
1087,5066,1.0,0.120002597739966,14.0,13.87999740226,12.4,0.564389956172616,7.83373112553756,6.04626627672247,216.8,75.9,341.7,365.6,silt_loam,216.8,75.9,707.3,silt_loam
1102,5162,3.0,0.360007793219898,17.4,17.0399922067801,16.2999999999999,0.447341716568192,7.62269936408962,9.41729284269047,132.0,477.7,152.9,237.4,sandy_loam,132.0,477.7,390.3,sandy_loam
1103,5172,592.0,71.04153786206,82.7,11.6584621379399,15.7,0.507975648141849,5.92221486085727,5.73624727708271,429.4,115.5,274.2,181.0,silty_clay,429.4,115.5,455.2,silty_clay
1113,5296,1.0,0.120002597739966,18.7,18.57999740226,16.4,0.395520547714689,7.34877074907939,11.2312266531806,180.1,162.3,174.3,483.4,silt_loam,180.1,162.3,657.7,silt_loam
1146,5540,422.0,50.6410962462657,68.5,17.8589037537342,19.8,0.48288237076352,8.62374978384072,9.23515396989353,181.1,52.6,585.2,181.1,silt_loam,181.1,52.6,766.3000000000001,silt_loam
1147,5547,63.0,7.56016365761787,18.8,11.2398363423821,10.9,0.618374174435929,6.9504245190155,4.28941182336662,179.0,63.1,304.8,453.2,silt_loam,179.0,63.1,758.0,silt_loam
1148,5554,1.0,0.120002597739966,14.5,14.37999740226,14.2,0.537736919669589,7.732655507948,6.64734189431203,199.0,208.5,233.7,358.8,silt_loam,199.0,208.5,592.5,silt_loam
1150,5568,1.0,0.120002597739966,13.2,13.07999740226,12.1,0.49555621261087,6.48187397362399,6.59812342863603,199.4,97.7,259.8,443.0,silt_loam,199.4,97.7,702.8,silt_loam
1152,5582,5.0,0.600012988699831,30.7,30.0999870113001,26.2999999999999,0.383837136543921,11.5534928244266,18.5464941868735,433.2,126.5,174.6,265.7,silty_clay,433.2,126.5,440.29999999999995,silty_clay
1165,5795,1.0,0.120002597739966,11.8,11.67999740226,11.7999999999999,0.600422352393556,7.01293151621559,4.66706588604444,218.1,66.2,255.6,460.1,silt_loam,218.1,66.2,715.7,silt_loam
1167,5810,1.0,0.120002597739966,14.2,14.07999740226,13.0,0.533881938120512,7.51705630185035,6.56294110040967,192.3,90.4,312.3,405.0,silt_loam,192.3,90.4,717.3,silt_loam
1194,6003,1.0,0.120002597739966,32.9,32.77999740226,28.4,0.333350252546391,10.9272204125134,21.8527769897466,355.0,323.4,156.0,165.6,loam,355.0,323.4,321.6,loam
1216,6301,176.0,21.120457202234,28.7,7.57954279776594,6.0,0.781873036492123,5.92624014251126,1.65330265525468,387.3,319.2,210.0,83.5,loam,387.3,319.2,293.5,loam
1221,6336,27.0,3.24007013897908,16.1,12.8599298610209,11.6,0.606369549268505,7.79786987345183,5.06205998756907,320.3,345.1,193.1,141.5,loam,320.3,345.1,334.6,loam
1227,6961,1.0,0.120002597739966,14.9216294288635,14.8016268311235,12.6,0.599845928364236,8.87869558781628,5.92293124330725,488.6,62.2,367.2,82.0,silty_clay,488.6,62.2,449.2,silty_clay
1233,7010,121.872444399086,14.6250099208099,29.8687243461609,15.2437144253509,13.2,0.625614964966313,9.53669586617243,5.70701855917854,177.4,49.7,528.0,245.0,silt_loam,177.4,49.7,773.0,silt_loam
1241,18022,363.771249428645,43.6534949145506,61.0,17.3465050854493,18.12,0.5745,9.96556717159067,7.38093791385871,327.3,62.3,536.4,74.0,silty_clay_loam,327.3,62.3,610.4,silty_clay_loam
1243,17920,226.681562902414,27.2023764080452,41.2,13.9976235919547,13.74,0.6556,9.17684202688554,4.82078156506922,272.0,123.0,475.5,129.5,silty_clay_loam,272.0,123.0,605.0,silty_clay_loam
1251,18201,151.0,18.1203922587349,40.7,22.5796077412651,21.44,0.5105,11.5268897519158,11.0527179893492,227.8,33.1,497.5,241.6,silt_loam,227.8,33.1,739.1,silt_loam
1252,18079,2.0,0.240005195479932,8.5,8.25999480452006,7.19,0.6851,5.65892244057669,2.60107236394336,168.9,524.9,176.5,129.7,sandy_loam,168.9,524.9,306.2,sandy_loam
1253,18078,2.0,0.240005195479932,7.5,7.25999480452006,6.68,0.698,5.067476373555,2.19251843096506,144.7,640.1,124.5,90.7,sandy_loam,144.7,640.1,215.2,sandy_loam
1279,23070,27.0,3.24007013897908,22.4,19.1599298610209,9.71,0.6168,11.8178447382777,7.34208512274321,246.9,151.6,308.4,293.1,silty_clay_loam,246.9,151.6,601.5,silty_clay_loam
1281,23074,14.0,1.68003636835952,25.8,24.1199636316404,16.0,0.5042,12.1612856630731,11.9586779685673,284.8,552.3,129.2,33.6,sandy_clay_loam,284.8,552.3,162.79999999999998,sandy_clay_loam
1293,23164,136.0,16.3203532926354,31.3,14.9796467073645,12.6,0.6335,9.48960618911546,5.49004051824912,224.2,118.5,400.5,256.8,silt_loam,224.2,118.5,657.3,silt_loam
1294,23166,67.0,8.04017404857773,23.2,15.1598259514222,12.57,0.6957,10.5466909144044,4.61313503701779,230.2,83.9,389.8,296.1,silt_loam,230.2,83.9,685.9000000000001,silt_loam
1297,23184,120.0,14.4003117287959,25.5,11.099688271204,10.24,0.733,8.13607150279256,2.96361676841148,174.2,58.3,430.7,336.8,silt_loam,174.2,58.3,767.5,silt_loam
1302,23187,90.0,10.8002337965969,20.4,9.59976620340303,8.51,0.7815,7.50221728795947,2.09754891544356,386.8,53.1,311.4,248.7,silty_clay_loam,386.8,53.1,560.0999999999999,silty_clay_loam
1308,11587,274.0,32.8807117807507,50.1,17.2192882192492,16.29,0.593,10.2110379140148,7.00825030523445,480.1,110.2,302.6,107.1,silty_clay,480.1,110.2,409.70000000000005,silty_clay
1311,11506,556.0,66.7214443434212,89.3,22.5785556565787,16.63,0.5349,12.0772694207039,10.5012862358747,392.0,128.8,315.8,163.4,silty_clay_loam,392.0,128.8,479.20000000000005,silty_clay_loam
1328,10962,4.0,0.480010390959864,13.3,12.8199896090401,11.82,0.7149,9.16501057150279,3.65497903753734,410.2,36.2,262.9,290.7,silty_clay,410.2,36.2,553.5999999999999,silty_clay
1332,10970,5.0,0.600012988699831,13.4,12.7999870113001,11.29,0.7601,9.72927012728926,3.07071688401091,408.2,35.2,289.2,267.4,silty_clay,408.2,35.2,556.5999999999999,silty_clay
1333,22875,2.0,0.240005195479932,10.3,10.05999480452,11.02,0.6315,6.35288671905442,3.70710808546564,263.5,185.8,287.3,263.4,silty_clay_loam,263.5,185.8,550.7,silty_clay_loam
1336,18655,91.0,10.9202363943369,23.4,12.479763605663,14.02,0.6724,8.39139304844785,4.08837055721522,498.3,68.3,240.0,193.4,silty_clay,498.3,68.3,433.4,silty_clay
1350,22805,1.0,0.120002597739966,10.8,10.67999740226,9.44,0.6561,7.00714629562281,3.67285110663722,185.7,30.3,322.3,461.7,silt_loam,185.7,30.3,784.0,silt_loam
1359,23294,1.0,0.120002597739966,16.6,16.47999740226,15.29,0.564,9.29471853487466,7.18527886738537,304.6,167.4,248.8,279.3,silty_clay_loam,304.6,167.4,528.1,silty_clay_loam
1362,23298,9.0,1.08002337965969,13.1,12.0199766203403,11.17,0.6698,8.05098034030393,3.96899628003636,291.3,21.7,315.8,371.2,silty_clay_loam,291.3,21.7,687.0,silty_clay_loam
1367,18664,234.0,28.0806078711521,34.9,6.8193921288479,13.25,0.663199999999999,4.52262085985192,2.29677126899597,305.8,156.2,400.2,137.8,silty_clay_loam,305.8,156.2,538.0,silty_clay_loam
1368,18663,2.0,0.240005195479932,12.6,12.35999480452,12.89,0.6192,7.65330878295882,4.70668602156124,347.1,137.2,252.4,263.3,silty_clay_loam,347.1,137.2,515.7,silty_clay_loam
1377,18667,1.0,0.120002597739966,9.0,8.87999740226003,9.18,0.677,6.01175824133004,2.86823916092999,175.8,569.0,139.2,116.1,sandy_loam,175.8,569.0,255.29999999999998,sandy_loam
1380,23762,4.0,0.480010390959864,11.5,11.0199896090401,10.03,0.6271,6.91063548382906,4.10935412521106,185.8,137.6,288.3,388.3,silt_loam,185.8,137.6,676.6,silt_loam
1393,17893,6.0,0.720015586439797,19.9,19.1799844135602,17.6,0.5553,10.6506453448499,8.52933906871022,415.4,332.8,175.9,75.9,clay,415.4,332.8,251.8,clay
1401,23576,2.0,0.240005195479932,22.2,21.95999480452,19.17,0.41,9.00359786985322,12.9563969346668,195.2,228.3,229.3,347.2,silt_loam,195.2,228.3,576.5,silt_loam
1413,23785,75.0,9.00019483049746,25.5,16.4998051695025,15.09,0.6399,10.5582253279646,5.94157984153786,422.5,59.5,291.0,227.0,silty_clay,422.5,59.5,518.0,silty_clay
1416,23792,114.0,13.6802961423561,29.1,15.4197038576438,14.45,0.6468,9.97346445512404,5.4462394025198,298.4,49.4,419.5,232.7,silty_clay_loam,298.4,49.4,652.2,silty_clay_loam
1419,23813,242.0,29.0406286530718,49.2,20.1593713469281,18.04,0.5882,11.8577422262631,8.30162912066502,151.2,27.2,447.8,373.9,silt_loam,151.2,27.2,821.7,silt_loam
1422,23820,172.0,20.6404468112741,45.2,24.5595531887258,20.97,0.5708,14.0185929601246,10.5409602286011,523.6,42.8,270.9,162.7,silty_clay,523.6,42.8,433.59999999999997,silty_clay
1426,23686,3.0,0.360007793219898,11.5,11.1399922067801,10.31,0.6684,7.44597079101181,3.69402141576828,282.3,214.2,276.4,227.1,clay_loam,282.3,214.2,503.5,clay_loam
1431,23694,1.0,0.120002597739966,10.8,10.67999740226,9.56,0.6754,7.21327024548643,3.4667271567736,281.7,230.7,277.1,210.4,clay_loam,281.7,230.7,487.5,clay_loam
1436,11781,170.0,20.4004416157942,36.0,15.5995583842057,16.5,0.6751,10.5312618651773,5.06829651902844,448.7,152.3,377.4,21.6,silty_clay,448.7,152.3,399.0,silty_clay
1438,11769,225.0,27.0005844914924,37.2,10.1994155085076,14.87,0.6657,6.7897509040135,3.40966460449409,362.2,212.3,378.0,47.6,clay_loam,362.2,212.3,425.6,clay_loam
1445,23195,2.0,0.240005195479932,11.3,11.05999480452,10.46,0.6459,7.14365064423951,3.91634416028055,276.1,21.3,341.6,361.0,silty_clay_loam,276.1,21.3,702.6,silty_clay_loam
1450,23234,190.0,22.8004935705935,44.5,21.6995064294064,19.23,0.5625,12.2059723665411,9.4935340628653,176.3,54.9,505.3,263.6,silt_loam,176.3,54.9,768.9000000000001,silt_loam
1457,23207,2.0,0.240005195479932,12.5,12.25999480452,11.0,0.653799999999999,8.01558460319522,4.24441020132484,351.6,187.6,301.6,159.2,silty_clay_loam,351.6,187.6,460.8,silty_clay_loam
1472,18307,9.0,1.08002337965969,32.1,31.0199766203403,18.03,0.562,17.4332268606312,13.586749759709,316.3,372.6,173.7,137.3,loam,316.3,372.6,311.0,loam
1483,18053,1.0,0.120002597739966,14.6,14.47999740226,8.93,0.6088,8.8154224184959,5.66457498376412,164.3,337.6,273.1,225.0,loam,164.3,337.6,498.1,loam
1484,18063,1.0,0.120002597739966,15.6,15.47999740226,10.29,0.6308,9.76478236134562,5.7152150409144,219.7,369.7,199.1,211.4,loam,219.7,369.7,410.5,loam
1498,22918,194.0,23.2805039615534,51.5,28.2194960384465,25.56,0.4906,13.8444847564618,14.3750112819846,389.3,330.0,248.7,32.0,loam,389.3,330.0,280.7,loam
1500,18605,49.0,5.88012728925834,19.7,13.8198727107416,12.84,0.5644,7.79993615794258,6.01993655279906,391.6,50.0,297.5,261.0,silty_clay_loam,391.6,50.0,558.5,silty_clay_loam
1506,24185,1.0,0.120002597739966,18.3,18.17999740226,16.09,0.5199,9.45178064943499,8.72821675282504,225.5,64.7,245.8,464.1,silt_loam,225.5,64.7,709.9000000000001,silt_loam
1512,24233,10.0,1.20002597739966,21.2,19.9999740226003,13.9,0.6234,12.467983805689,7.53199021691128,253.7,431.6,152.4,162.3,loam,253.7,431.6,314.70000000000005,loam
1521,24242,20.0,2.40005195479932,14.0,11.5999480452006,9.68,0.6678,7.74644530458501,3.85350274061566,193.0,700.4,59.7,46.9,sandy_loam,193.0,700.4,106.6,sandy_loam
1525,24248,624.0,74.8816209897389,88.2,13.318379010261,14.74,0.542,7.2185614235615,6.09981758669957,645.0,72.2,188.5,94.3,clay,645.0,72.2,282.8,clay
1527,24270,636.0,76.3216521626185,93.9,17.5783478373814,11.83,0.7097,12.4753534601896,5.10299437719184,500.7,109.0,286.5,103.8,clay,500.7,109.0,390.3,clay
1539,24267,21.0,2.52005455253929,16.9,14.3799454474607,12.61,0.5654,8.13042115599428,6.24952429146642,203.0,690.8,53.6,52.6,sandy_loam,203.0,690.8,106.2,sandy_loam
1540,24268,519.0,62.2813482270424,90.6,28.3186517729575,26.87,0.4771,13.510828760878,14.8078230120794,420.2,106.3,369.6,103.9,silty_clay,420.2,106.3,473.5,silty_clay
1553,24286,612.0,73.4415898168593,93.09,19.6484101831406,12.65,0.7172,14.0918397833484,5.55657039979218,413.9,103.8,340.6,141.7,silty_clay,413.9,103.8,482.3,silty_clay
1571,24334,794.0,95.2820626055331,106.281,10.9989373944668,10.25,0.6463,7.1086132380439,3.89032415642291,685.2,85.4,138.7,90.7,clay,685.2,85.4,229.39999999999998,clay
1581,24349,1.0,0.120002597739966,11.45,11.32999740226,9.04,0.6038,6.8410524314846,4.48894497077542,134.6,464.9,201.4,199.1,sandy_loam,134.6,464.9,400.5,sandy_loam
1584,24310,535.0,64.2013897908819,81.859,17.657610209118,11.21,0.6929,12.2349581138979,5.42265209522015,304.7,83.0,129.8,482.6,silty_clay_loam,304.7,83.0,612.4000000000001,silty_clay_loam
1588,24307,451.0,54.1211715807247,68.91,14.7888284192752,14.9,0.577199999999999,8.53611176360566,6.25271665566956,385.3,82.0,403.6,129.1,silty_clay_loam,385.3,82.0,532.7,silty_clay_loam
1590,24309,256.0,30.7206650214313,50.716,19.9953349785686,16.82,0.636599999999999,12.7290302473568,7.26630473121184,481.4,59.8,383.6,75.2,silty_clay,481.4,59.8,458.8,silty_clay
1594,24318,438.0,52.5611378101052,64.324,11.7628621898947,10.62,0.7319,8.60923883678399,3.15362335311079,444.8,196.4,241.7,117.1,clay,444.8,196.4,358.79999999999995,clay
1598,24351,150.0,18.0003896609949,32.578,14.577610339005,11.66,0.7463,10.8792705959994,3.69833974300558,352.1,156.1,308.0,183.8,silty_clay_loam,352.1,156.1,491.8,silty_clay_loam
1599,24352,414.0,49.681075464346,74.22,24.5389245356539,24.8,0.4788,11.7492370676711,12.7896874679828,368.8,251.6,198.0,181.6,loam,368.8,251.6,379.6,loam
1610,24400,8.0,0.960020781919729,12.155,11.1949792180802,10.1,0.661899999999999,7.40995674444733,3.78502247363294,220.6,337.6,226.7,215.1,loam,220.6,337.6,441.79999999999995,loam
1617,24412,264.0,31.680685803351,56.39,24.7093141966489,21.56,0.5063,12.5103257777633,12.1989884188855,390.4,107.3,415.9,86.4,silty_clay_loam,390.4,107.3,502.29999999999995,silty_clay_loam
1631,22705,3.0,0.360007793219898,19.4,19.0399922067801,12.19,0.6045,11.5096752889985,7.53031691778152,230.2,586.0,119.1,64.7,sandy_clay_loam,230.2,586.0,183.8,sandy_clay_loam
1635,23139,105.0,12.6002727626964,43.1,30.4997272373035,27.35,0.4786,14.5971694557734,15.90255778153,627.6,171.6,159.1,41.7,clay,627.6,171.6,200.8,clay
1636,22928,1.0,0.120002597739966,17.3,17.17999740226,9.49,0.6651,11.4264162722431,5.75358113001688,193.6,41.1,308.3,457.0,silt_loam,193.6,41.1,765.3,silt_loam
1637,22931,2.0,0.240005195479932,21.1,20.85999480452,8.93,0.6688,13.951164525263,6.90883027925704,186.1,32.2,335.4,446.4,silt_loam,186.1,32.2,781.8,silt_loam
1638,22704,1.0,0.120002597739966,20.7,20.57999740226,12.32,0.605499999999999,12.4611884270684,8.11880897519158,175.0,560.5,149.3,115.2,sandy_loam,175.0,560.5,264.5,sandy_loam
1639,22706,2.0,0.240005195479932,13.3,13.05999480452,8.18,0.6909,9.02315041044291,4.03684439407715,78.9,801.2,75.0,44.9,loamy_sand,78.9,801.2,119.9,loamy_sand
1641,22707,2.0,0.240005195479932,15.3,15.05999480452,10.12,0.6446,9.70767265099363,5.35232215352643,175.7,628.6,127.3,68.4,sandy_loam,175.7,628.6,195.7,sandy_loam
1646,18305,14.0,1.68003636835952,37.3,35.6199636316404,20.63,0.5314,18.9284486738537,16.6915149577867,374.0,237.6,234.9,153.5,clay_loam,374.0,237.6,388.4,clay_loam
1647,23081,33.0,3.96008572541888,44.4,40.4399142745811,10.54,0.669,27.0543026496947,13.3856116248863,326.4,360.5,124.7,188.3,loam,326.4,360.5,313.0,loam
1654,23087,195.0,23.4005065592934,37.2,13.7994934407065,13.43,0.5602,7.73047622548383,6.06901721522275,426.4,69.7,215.7,288.2,silty_clay,426.4,69.7,503.9,silty_clay
1660,22241,12.0,1.44003117287959,23.7,22.2599688271204,10.41,0.6643,14.787297291856,7.47267153526431,323.0,41.7,303.3,332.1,silty_clay_loam,323.0,41.7,635.4000000000001,silty_clay_loam
1661,22243,3.0,0.360007793219898,18.5,18.1399922067801,10.92,0.6592,11.9578828627094,6.18210934407065,323.4,40.7,300.5,335.5,silty_clay_loam,323.4,40.7,636.0,silty_clay_loam
1662,22244,2.0,0.240005195479932,16.5,16.25999480452,10.1,0.6769,11.0063904831796,5.25360432134043,322.4,58.7,339.2,279.7,silty_clay_loam,322.4,58.7,618.9,silty_clay_loam
1663,22242,15.0,1.80003896609949,24.0,22.1999610339005,11.66,0.5943,13.193436842447,9.00652419145343,322.0,56.0,308.9,313.0,silty_clay_loam,322.0,56.0,621.9,silty_clay_loam
1665,22249,42.0,5.04010910507858,16.4,11.3598908949214,11.57,0.6543,7.43277661254708,3.92711428237433,273.8,497.5,143.9,84.8,sandy_clay_loam,273.8,497.5,228.7,sandy_clay_loam
1668,22334,25.0,3.00006494349915,16.3,13.2999350565008,11.47,0.6017,8.00257092349655,5.29736413300428,359.9,113.1,250.2,276.9,silty_clay_loam,359.9,113.1,527.0999999999999,silty_clay_loam
1693,22299,2.0,0.240005195479932,9.1,8.85999480452006,7.81,0.7134,6.32072029354461,2.53927451097545,153.4,104.6,317.1,424.9,silt_loam,153.4,104.6,742.0,silt_loam
1701,22305,2.0,0.240005195479932,12.2,11.95999480452,10.75,0.6195,7.40921678140018,4.55077802311988,181.1,303.8,196.5,318.7,silt_loam,181.1,303.8,515.2,silt_loam
1710,11520,20.4330477214141,2.45201880631439,12.6,10.1479811936856,8.24,0.8124,8.24421992175018,1.90376127193542,471.0,126.9,228.6,173.4,silty_clay,471.0,126.9,402.0,silty_clay
1718,11437,1.0,0.120002597739966,13.0,12.87999740226,8.82,0.6872,8.85113421483309,4.02886318742693,191.3,173.7,291.8,343.2,silt_loam,191.3,173.7,635.0,silt_loam
1733,11716,1.0,0.120002597739966,8.1,7.97999740226003,7.39,0.7344,5.86051009221976,2.11948731004026,174.2,330.9,302.8,192.0,loam,174.2,330.9,494.8,loam
1742,11266,450.0,54.0011689829848,78.2,24.1988310170152,21.01,0.4824,11.6735160826081,12.525314934407,253.6,255.8,318.5,172.1,loam,253.6,255.8,490.6,loam
