Analyse;T70_HC_PYR;T90_HC_PYR;T30_CO2_PYR;T50_CO2_PYR;T70_CO2_PYR;T90_CO2_PYR;T70_CO_OX;T50_CO2_OX;T70_CO2_OX;T90_CO2_OX;PseudoS1;S2;S2_PC;HI;OI;OICO;OIRE6;HI_OIre6;PC;PC_TOCRE6;TOCRE6;T10_HC_PYR;T30_HC_PYR;S1S2_HC_PYR;S1S2_TOT_PYR;StableCarbon;ActiveCarbon;Confidence;
SOIL_18043;480.00;542.00;344.00;395.00;450.00;517.00;497.00;441.00;496.00;547.00;0.11;1.42;0.48;123.72;271.67;76.12;241.07;0.51;2.98;0.22;13.80;341.00;396.00;1.42;4.42;55.51;44.49;14.15;
SOIL_18044;476.00;539.00;343.00;393.00;449.00;516.00;495.00;436.00;491.00;545.00;0.10;1.18;0.46;118.25;271.29;77.92;241.83;0.49;2.55;0.21;12.02;336.00;390.00;1.18;3.84;60.53;39.47;12.32;
SOIL_18046;481.00;541.00;346.00;397.00;453.00;518.00;501.00;443.00;498.00;548.00;0.12;1.48;0.47;124.96;271.83;79.97;243.39;0.51;3.12;0.22;14.27;343.00;397.00;1.48;4.69;55.95;44.05;17.49;
SOIL_18077;467.00;531.00;337.00;386.00;441.00;511.00;494.00;430.00;482.00;539.00;0.07;0.78;0.47;130.43;291.30;78.15;256.51;0.51;1.67;0.23;7.25;326.00;381.00;0.78;2.38;69.66;30.34;24.69;
SOIL_18077BIS;466.00;530.00;336.00;386.00;440.00;510.00;494.00;430.00;482.00;540.00;0.07;0.82;0.47;131.44;286.82;78.59;253.50;0.52;1.72;0.23;7.49;324.00;378.00;0.82;2.42;68.71;31.29;23.36;
SOIL_18078;465.00;525.00;336.00;386.00;442.00;512.00;495.00;424.00;474.00;537.00;0.06;0.77;0.49;138.67;281.48;74.24;247.14;0.56;1.56;0.23;6.68;320.00;377.00;0.77;2.20;69.80;30.20;26.50;
SOIL_18079;467.00;529.00;335.00;385.00;439.00;509.00;479.00;423.00;475.00;535.00;0.07;0.76;0.45;128.21;317.94;72.85;272.86;0.47;1.68;0.23;7.19;330.00;383.00;0.76;2.44;68.51;31.49;25.71;
SOIL_18154;474.00;525.00;347.00;399.00;456.00;520.00;482.00;432.00;488.00;544.00;0.15;3.38;0.59;175.91;249.04;61.09;216.02;0.81;5.73;0.25;23.18;336.00;395.00;3.38;8.31;49.81;50.19;23.98;
SOIL_18155;463.00;511.00;345.00;401.00;457.00;521.00;474.00;425.00;488.00;541.00;0.16;2.48;0.54;164.56;284.16;67.12;245.02;0.67;4.55;0.25;18.16;339.00;393.00;2.48;6.71;57.78;42.22;30.27;
SOIL_18156;469.00;522.00;348.00;402.00;459.00;522.00;483.00;428.00;488.00;542.00;0.12;1.87;0.50;143.11;294.60;73.27;256.12;0.56;3.75;0.24;15.76;337.00;393.00;1.87;5.74;57.56;42.44;28.29;
SOIL_18160;475.00;532.00;349.00;402.00;458.00;522.00;491.00;432.00;489.00;545.00;0.12;1.84;0.50;136.32;271.71;71.71;238.59;0.57;3.66;0.23;16.25;340.00;397.00;1.84;5.60;57.48;42.52;27.07;
SOIL_18161;463.00;519.00;344.00;397.00;453.00;518.00;478.00;425.00;483.00;540.00;0.12;2.03;0.53;154.92;275.54;74.36;242.88;0.64;3.83;0.24;15.76;327.00;383.00;2.03;5.60;54.78;45.22;22.91;
SOIL_18163;466.00;525.00;343.00;397.00;453.00;517.00;483.00;427.00;480.00;537.00;0.10;1.19;0.44;114.80;285.16;81.67;254.06;0.45;2.69;0.22;12.48;327.00;383.00;1.19;4.07;59.80;40.20;19.33;
SOIL_18165;461.00;515.00;345.00;398.00;454.00;518.00;464.00;416.00;472.00;533.00;0.11;1.76;0.51;145.27;286.57;73.14;250.21;0.58;3.47;0.24;14.62;327.00;382.00;1.76;5.20;57.06;42.94;24.77;
SOIL_18167;472.00;524.00;351.00;405.00;462.00;523.00;483.00;435.00;491.00;544.00;0.13;2.21;0.53;154.29;276.95;70.33;241.61;0.64;4.16;0.24;17.22;338.00;395.00;2.21;6.49;57.92;42.08;30.57;
SOIL_18168;466.00;517.00;345.00;399.00;454.00;518.00;463.00;415.00;474.00;534.00;0.11;1.43;0.50;134.87;281.22;64.71;241.50;0.56;2.86;0.22;12.79;341.00;394.00;1.43;4.28;58.19;41.81;21.93;
SOIL_18169;461.00;504.00;343.00;396.00;450.00;515.00;462.00;415.00;470.00;534.00;0.12;2.54;0.62;197.67;239.38;62.51;209.82;0.94;4.07;0.26;15.49;338.00;391.00;2.54;5.40;49.08;50.92;29.56;
SOIL_18171;469.00;521.00;347.00;399.00;455.00;519.00;472.00;426.00;485.00;539.00;0.13;2.32;0.55;162.51;268.12;71.77;236.00;0.69;4.24;0.25;17.24;334.00;390.00;2.32;6.13;54.01;45.99;23.85;
SOIL_18171BIS;469.00;521.00;347.00;401.00;456.00;520.00;476.00;428.00;486.00;540.00;0.13;2.14;0.54;156.96;270.95;72.20;238.31;0.66;3.99;0.24;16.46;333.00;391.00;2.14;5.86;55.02;44.98;23.36;
SOIL_18173;472.00;524.00;350.00;406.00;462.00;525.00;487.00;434.00;495.00;546.00;0.15;2.26;0.52;155.37;298.85;68.65;256.58;0.61;4.33;0.25;17.50;343.00;400.00;2.26;6.66;58.71;41.29;31.79;
SOIL_18176;465.00;519.00;341.00;392.00;447.00;514.00;476.00;425.00;478.00;537.00;0.09;1.38;0.52;148.57;272.98;74.56;241.13;0.62;2.66;0.24;11.21;328.00;386.00;1.38;3.77;59.61;40.39;21.51;
SOIL_18178;462.00;523.00;340.00;394.00;449.00;515.00;473.00;417.00;470.00;533.00;0.09;0.90;0.44;124.66;336.56;75.85;288.11;0.43;2.06;0.24;8.66;323.00;382.00;0.90;3.11;69.20;30.80;28.77;
SOIL_18193;469.00;527.00;344.00;398.00;455.00;520.00;484.00;427.00;485.00;541.00;0.11;1.53;0.49;139.75;294.80;72.08;255.59;0.55;3.11;0.24;13.20;330.00;388.00;1.53;4.75;55.83;44.17;16.77;
SOIL_18194;467.00;524.00;344.00;398.00;454.00;518.00;483.00;430.00;486.00;540.00;0.12;1.84;0.49;129.66;267.03;71.27;234.93;0.55;3.73;0.22;17.09;330.00;387.00;1.84;5.48;53.96;46.04;18.85;
SOIL_18195;469.00;525.00;347.00;401.00;458.00;521.00;486.00;429.00;487.00;541.00;0.13;1.80;0.50;139.84;288.58;71.13;250.53;0.56;3.62;0.23;15.51;331.00;389.00;1.80;5.54;57.27;42.73;27.27;
SOIL_18197;462.00;520.00;343.00;396.00;451.00;516.00;474.00;424.00;478.00;537.00;0.10;1.35;0.48;129.89;283.78;77.13;250.46;0.52;2.83;0.23;12.51;322.00;380.00;1.35;4.10;57.82;42.18;18.20;
SOIL_18201;471.00;522.00;349.00;401.00;457.00;520.00;479.00;432.00;488.00;543.00;0.16;3.17;0.58;178.31;262.74;68.53;230.25;0.77;5.50;0.26;21.44;332.00;391.00;3.17;8.00;51.05;48.95;28.02;
SOIL_18202;467.00;522.00;345.00;398.00;453.00;518.00;473.00;428.00;485.00;540.00;0.14;2.00;0.50;137.69;273.13;72.09;239.83;0.57;3.97;0.23;17.47;328.00;387.00;2.00;5.81;53.55;46.45;20.60;
SOIL_18208;467.00;523.00;345.00;397.00;452.00;516.00;488.00;430.00;485.00;539.00;0.10;1.17;0.46;125.64;290.19;76.81;254.94;0.49;2.51;0.22;11.18;328.00;385.00;1.17;3.71;61.69;38.31;18.71;
SOIL_18209;467.00;525.00;345.00;398.00;453.00;517.00;486.00;427.00;484.00;538.00;0.09;1.27;0.47;126.52;282.11;74.01;247.46;0.51;2.69;0.22;12.13;328.00;385.00;1.27;3.99;59.24;40.76;17.45;
SOIL_18212;466.00;524.00;345.00;398.00;453.00;516.00;483.00;424.00;479.00;538.00;0.08;1.05;0.50;133.24;267.59;69.60;234.38;0.57;2.12;0.22;9.53;329.00;385.00;1.05;3.15;65.33;34.67;26.41;
SOIL_18213;467.00;525.00;347.00;400.00;456.00;519.00;489.00;431.00;488.00;540.00;0.11;1.48;0.48;130.95;284.34;78.49;251.64;0.52;3.10;0.23;13.64;332.00;388.00;1.48;4.66;55.48;44.52;17.13;
SOIL_18213BIS;470.00;527.00;347.00;400.00;456.00;519.00;489.00;433.00;490.00;542.00;0.11;1.45;0.48;128.85;285.46;76.37;251.25;0.51;3.04;0.22;13.54;333.00;389.00;1.45;4.58;55.65;44.35;16.78;
SOIL_18219;468.00;523.00;353.00;404.00;457.00;519.00;493.00;439.00;492.00;543.00;0.09;2.36;0.55;156.06;235.74;77.55;215.76;0.72;4.30;0.24;18.25;335.00;391.00;2.36;6.26;55.90;44.10;27.48;
SOIL_18248;475.00;529.00;358.00;411.00;466.00;526.00;495.00;441.00;496.00;547.00;0.10;1.76;0.51;144.46;254.15;81.17;231.22;0.62;3.44;0.23;14.72;343.00;398.00;1.76;5.45;61.25;38.75;32.41;
SOIL_18249;476.00;530.00;363.00;419.00;476.00;531.00;491.00;441.00;497.00;553.00;0.09;1.83;0.55;165.53;247.76;71.29;220.93;0.75;3.32;0.25;13.35;340.00;397.00;1.83;5.97;61.28;38.72;30.32;
SOIL_18250;475.00;528.00;358.00;409.00;464.00;524.00;490.00;442.00;496.00;547.00;0.10;2.09;0.55;158.47;241.13;77.69;219.76;0.72;3.81;0.24;15.88;341.00;398.00;2.09;5.92;58.76;41.24;31.85;
SOIL_18251;477.00;530.00;362.00;417.00;473.00;530.00;492.00;440.00;496.00;552.00;0.10;2.07;0.56;168.37;246.26;71.93;220.20;0.76;3.70;0.25;14.81;342.00;400.00;2.07;6.42;58.77;41.23;31.48;
SOIL_18254;477.00;531.00;356.00;409.00;466.00;526.00;482.00;433.00;488.00;546.00;0.08;1.87;0.56;166.76;239.00;69.19;213.36;0.78;3.31;0.25;13.51;336.00;395.00;1.87;5.56;57.34;42.66;28.90;
SOIL_18255;479.00;531.00;351.00;401.00;457.00;521.00;484.00;434.00;486.00;543.00;0.11;3.46;0.60;180.09;223.08;64.32;198.99;0.90;5.73;0.25;23.13;335.00;395.00;3.46;8.44;50.65;49.35;27.23;
SOIL_18261;479.00;535.00;356.00;408.00;464.00;525.00;474.00;428.00;486.00;549.00;0.10;1.83;0.56;166.47;249.34;66.27;219.20;0.76;3.28;0.25;13.28;342.00;398.00;1.83;5.56;60.78;39.22;29.76;
SOIL_18262;478.00;536.00;354.00;406.00;461.00;522.00;485.00;430.00;490.00;548.00;0.11;2.05;0.54;154.39;262.30;63.03;226.78;0.68;3.81;0.24;15.99;344.00;400.00;2.05;6.16;58.58;41.42;30.43;
SOIL_18263;471.00;527.00;348.00;396.00;449.00;513.00;474.00;428.00;483.00;543.00;0.11;2.15;0.53;141.90;241.00;71.02;215.86;0.66;4.09;0.22;18.27;335.00;392.00;2.15;5.81;53.15;46.85;19.25;
SOIL_18264;474.00;531.00;353.00;404.00;459.00;521.00;469.00;425.00;481.00;542.00;0.09;1.75;0.54;154.57;256.42;69.55;226.23;0.68;3.28;0.24;13.68;338.00;394.00;1.75;5.29;58.73;41.27;28.83;
SOIL_18266;465.00;518.00;345.00;391.00;444.00;513.00;464.00;416.00;459.00;534.00;0.04;1.31;0.65;193.08;179.75;60.03;165.03;1.17;2.01;0.25;8.17;325.00;377.00;1.31;2.67;58.38;41.62;29.87;
SOIL_18267;481.00;539.00;354.00;403.00;457.00;520.00;494.00;439.00;496.00;552.00;0.11;2.14;0.53;141.46;241.58;71.71;216.67;0.65;4.06;0.22;18.19;345.00;402.00;2.14;6.13;55.92;44.08;25.18;
SOIL_18267BIS;482.00;540.00;354.00;404.00;457.00;520.00;497.00;439.00;496.00;552.00;0.11;2.10;0.52;140.44;243.58;69.45;216.83;0.65;4.00;0.22;18.02;344.00;402.00;2.10;6.07;55.92;44.08;24.88;
SOIL_18269;476.00;531.00;352.00;401.00;455.00;519.00;494.00;431.00;489.00;551.00;0.08;2.53;0.62;183.85;212.17;63.97;190.86;0.96;4.10;0.25;16.56;336.00;394.00;2.53;5.87;50.63;49.37;23.71;
SOIL_18271;475.00;531.00;352.00;403.00;458.00;521.00;469.00;426.00;482.00;544.00;0.08;1.88;0.58;169.88;230.70;64.53;204.66;0.83;3.23;0.24;13.31;334.00;393.00;1.88;5.00;53.71;46.29;25.15;
SOIL_18319;463.00;523.00;350.00;402.00;455.00;518.00;469.00;422.00;474.00;537.00;0.06;0.85;0.45;124.09;298.68;78.86;262.29;0.47;1.89;0.23;8.25;324.00;382.00;0.85;2.96;72.17;27.83;26.79;
SOIL_18320;459.00;519.00;353.00;406.00;458.00;521.00;458.00;418.00;471.00;536.00;0.07;1.03;0.48;130.27;266.10;72.00;234.67;0.56;2.13;0.22;9.53;323.00;380.00;1.03;3.42;74.37;25.63;29.91;
SOIL_18321;461.00;519.00;352.00;404.00;456.00;518.00;457.00;416.00;466.00;532.00;0.05;0.66;0.46;127.61;284.39;78.15;251.48;0.51;1.44;0.23;6.24;323.00;379.00;0.66;2.23;77.22;22.78;28.96;
SOIL_18324;460.00;515.00;351.00;403.00;454.00;517.00;468.00;421.00;471.00;535.00;0.09;1.59;0.48;130.80;284.02;76.06;250.02;0.52;3.35;0.23;14.68;322.00;377.00;1.59;5.09;59.18;40.82;27.80;
SOIL_18325;461.00;519.00;356.00;408.00;461.00;521.00;464.00;423.00;478.00;538.00;0.06;1.04;0.51;144.40;256.73;83.53;234.44;0.62;2.06;0.24;8.71;324.00;380.00;1.04;3.25;75.41;24.59;30.22;
SOIL_18398;467.00;527.00;353.00;403.00;456.00;518.00;485.00;433.00;485.00;540.00;0.07;1.27;0.48;125.12;237.86;85.90;222.07;0.56;2.63;0.22;12.21;327.00;385.00;1.27;3.85;63.70;36.30;21.98;
SOIL_18399;470.00;526.00;354.00;404.00;457.00;518.00;486.00;434.00;488.00;542.00;0.08;1.70;0.50;128.25;235.19;78.29;215.78;0.59;3.41;0.21;16.01;333.00;390.00;1.70;5.06;57.93;42.07;28.16;
SOIL_18400;464.00;527.00;348.00;399.00;452.00;514.00;482.00;429.00;477.00;537.00;0.07;0.85;0.46;119.64;252.94;89.29;234.98;0.51;1.86;0.22;8.55;321.00;380.00;0.85;2.69;70.34;29.66;24.31;
SOIL_18401;469.00;524.00;355.00;406.00;459.00;520.00;491.00;432.00;486.00;540.00;0.07;1.70;0.52;140.50;237.76;79.56;218.37;0.64;3.28;0.23;14.55;333.00;389.00;1.70;4.92;59.14;40.86;29.05;
SOIL_18405;467.00;526.00;354.00;404.00;457.00;518.00;485.00;432.00;485.00;541.00;0.07;1.28;0.48;123.97;237.96;83.39;220.71;0.56;2.65;0.21;12.44;331.00;387.00;1.28;3.97;63.02;36.98;25.57;
SOIL_18532;474.00;529.00;357.00;407.00;462.00;523.00;482.00;435.00;491.00;545.00;0.09;2.30;0.54;146.23;229.12;72.32;207.96;0.70;4.23;0.22;18.92;339.00;395.00;2.30;6.45;58.55;41.45;32.16;
SOIL_18532BIS;474.00;530.00;357.00;407.00;462.00;523.00;485.00;435.00;492.00;546.00;0.10;2.28;0.54;145.62;228.44;73.92;208.38;0.70;4.22;0.22;18.88;339.00;395.00;2.28;6.43;58.53;41.47;32.07;
SOIL_18533;466.00;525.00;353.00;403.00;455.00;517.00;478.00;426.00;479.00;539.00;0.07;1.27;0.50;128.37;229.16;77.17;210.76;0.61;2.53;0.21;11.90;330.00;385.00;1.27;3.78;63.27;36.73;23.02;
SOIL_18534;479.00;534.00;363.00;418.00;474.00;530.00;482.00;438.00;496.00;551.00;0.11;2.10;0.52;143.03;242.01;74.02;218.30;0.66;4.01;0.23;17.68;343.00;401.00;2.10;6.90;58.80;41.20;31.12;
SOIL_18535;465.00;521.00;353.00;402.00;454.00;517.00;480.00;426.00;482.00;540.00;0.07;1.38;0.51;131.72;227.96;78.51;210.66;0.63;2.72;0.21;12.66;331.00;385.00;1.38;3.95;57.34;42.66;17.65;
SOIL_18536;471.00;527.00;356.00;404.00;457.00;519.00;487.00;430.00;487.00;543.00;0.09;2.00;0.52;133.94;227.43;77.53;209.71;0.64;3.86;0.21;17.99;338.00;393.00;2.00;5.67;56.66;43.34;27.74;
SOIL_18537;478.00;532.00;359.00;412.00;468.00;527.00;481.00;435.00;490.00;547.00;0.11;2.90;0.57;161.82;224.09;69.15;202.49;0.80;5.08;0.24;21.59;338.00;396.00;2.90;8.26;53.38;46.62;31.71;
SOIL_18538;487.00;533.00;357.00;409.00;463.00;524.00;492.00;446.00;496.00;547.00;0.21;6.53;0.62;180.69;220.07;58.99;193.75;0.93;10.53;0.24;43.53;344.00;411.00;6.53;15.02;48.32;51.68;38.99;
SOIL_18539;480.00;533.00;361.00;414.00;470.00;529.00;484.00;441.00;496.00;551.00;0.12;3.10;0.57;162.10;226.70;70.36;205.08;0.79;5.44;0.24;23.06;344.00;403.00;3.10;8.69;53.30;46.70;31.74;
SOIL_18540;473.00;533.00;357.00;409.00;463.00;524.00;480.00;428.00;486.00;543.00;0.08;1.47;0.50;131.41;235.71;78.76;216.43;0.61;2.93;0.22;13.49;339.00;394.00;1.47;4.58;63.17;36.83;32.53;
SOIL_18541;476.00;529.00;357.00;410.00;466.00;525.00;468.00;433.00;489.00;545.00;0.12;3.21;0.58;167.85;224.44;68.14;202.17;0.83;5.53;0.24;23.07;336.00;395.00;3.21;8.71;51.58;48.42;31.69;
SOIL_18566;467.00;525.00;350.00;400.00;452.00;515.00;476.00;432.00;482.00;538.00;0.10;1.67;0.49;126.17;242.52;83.36;224.01;0.56;3.44;0.22;15.99;328.00;386.00;1.67;4.92;55.00;45.00;20.38;
SOIL_18567;470.00;529.00;354.00;403.00;456.00;517.00;503.00;440.00;495.00;548.00;0.08;1.77;0.54;136.60;209.81;75.24;195.58;0.70;3.30;0.21;15.62;333.00;390.00;1.77;4.76;56.21;43.79;23.96;
SOIL_18568;465.00;526.00;351.00;402.00;453.00;516.00;481.00;431.00;482.00;538.00;0.06;1.00;0.49;127.34;240.03;86.73;224.13;0.57;2.07;0.22;9.51;326.00;382.00;1.00;2.97;67.88;32.12;27.11;
SOIL_18569;476.00;532.00;357.00;407.00;460.00;521.00;493.00;444.00;498.00;547.00;0.09;1.81;0.51;131.43;231.42;83.16;215.83;0.61;3.58;0.22;16.61;340.00;398.00;1.81;5.32;60.68;39.32;32.50;
SOIL_18569BIS;476.00;531.00;357.00;407.00;460.00;521.00;496.00;445.00;498.00;548.00;0.10;1.81;0.51;131.57;231.49;81.76;215.08;0.61;3.58;0.22;16.59;341.00;398.00;1.81;5.34;60.60;39.40;32.45;
SOIL_18571;465.00;528.00;341.00;393.00;447.00;513.00;486.00;424.00;477.00;537.00;0.08;0.93;0.47;122.15;279.67;71.93;244.50;0.50;2.01;0.22;9.22;323.00;382.00;0.93;2.91;67.08;32.92;24.65;
SOIL_18581;474.00;530.00;344.00;397.00;452.00;517.00;461.00;420.00;479.00;534.00;0.18;1.96;0.46;139.40;355.11;67.19;296.65;0.47;4.23;0.25;16.91;341.00;398.00;1.96;6.57;54.04;45.96;23.45;
SOIL_18582;469.00;524.00;340.00;393.00;448.00;514.00;461.00;422.00;477.00;535.00;0.25;4.13;0.53;156.07;297.67;61.64;251.71;0.62;7.80;0.24;31.91;327.00;388.00;4.13;11.17;52.43;47.57;26.90;
SOIL_18583;471.00;530.00;342.00;397.00;452.00;518.00;457.00;415.00;472.00;534.00;0.16;1.64;0.44;125.61;350.99;66.49;293.26;0.43;3.74;0.24;15.74;334.00;392.00;1.64;6.00;56.23;43.77;25.49;
SOIL_18585;475.00;533.00;348.00;403.00;461.00;524.00;475.00;423.00;482.00;540.00;0.16;2.00;0.50;145.42;314.13;57.86;261.52;0.56;4.01;0.24;16.61;337.00;394.00;2.00;6.73;58.57;41.43;30.67;
SOIL_18586;469.00;524.00;340.00;392.00;447.00;514.00;460.00;421.00;476.00;534.00;0.19;3.01;0.52;151.27;302.43;61.29;254.97;0.59;5.81;0.24;24.01;328.00;387.00;3.01;8.47;52.87;47.13;24.40;
SOIL_18587;474.00;529.00;345.00;399.00;454.00;519.00;471.00;426.00;483.00;538.00;0.19;2.72;0.51;151.97;314.77;60.84;263.69;0.58;5.32;0.25;21.57;336.00;395.00;2.72;8.15;53.31;46.69;24.63;
SOIL_18589;462.00;518.00;333.00;386.00;439.00;507.00;455.00;414.00;463.00;527.00;0.18;1.87;0.45;132.03;347.19;69.95;292.47;0.45;4.14;0.24;17.05;317.00;380.00;1.87;5.91;54.06;45.94;27.71;
SOIL_18600;475.00;538.00;344.00;395.00;451.00;517.00;498.00;435.00;489.00;542.00;0.09;1.26;0.47;125.23;281.60;78.74;249.80;0.50;2.69;0.22;12.16;336.00;391.00;1.26;4.01;58.97;41.03;14.24;
SOIL_18603;476.00;539.00;345.00;396.00;451.00;517.00;485.00;433.00;489.00;542.00;0.10;1.36;0.48;122.47;266.89;71.16;234.77;0.52;2.83;0.21;13.35;337.00;392.00;1.36;4.20;56.08;43.92;14.44;
SOIL_18605;478.00;540.00;348.00;399.00;455.00;520.00;496.00;441.00;495.00;548.00;0.10;1.37;0.48;128.86;274.81;76.79;243.74;0.53;2.85;0.22;12.84;338.00;393.00;1.37;4.41;56.44;43.56;13.05;
SOIL_18607;478.00;540.00;345.00;397.00;452.00;517.00;511.00;439.00;496.00;551.00;0.11;1.53;0.49;118.93;246.66;62.47;215.09;0.55;3.10;0.20;15.46;337.00;394.00;1.53;4.68;56.44;43.56;18.58;
SOIL_18609;475.00;540.00;345.00;395.00;450.00;516.00;488.00;432.00;487.00;540.00;0.09;1.17;0.46;118.71;275.81;73.60;242.64;0.49;2.54;0.21;11.88;335.00;389.00;1.17;3.75;61.10;38.90;13.24;
SOIL_18609BIS;471.00;536.00;343.00;393.00;448.00;515.00;487.00;432.00;487.00;540.00;0.09;1.16;0.45;116.91;280.84;74.73;246.95;0.47;2.56;0.21;11.98;332.00;386.00;1.16;3.76;61.42;38.58;16.30;
SOIL_18611;479.00;543.00;345.00;396.00;452.00;517.00;501.00;436.00;491.00;544.00;0.09;1.19;0.46;112.98;267.30;72.26;235.69;0.48;2.60;0.20;12.71;337.00;393.00;1.19;3.95;60.36;39.64;16.17;
