"id","TCaCO3","TC_CaCO3","TC_CHN","TOC_CHN","TOC_re6","Cstable_TOC_re6_ratio","Cstable_re6_corrCHN","Cactive_AMG_re6_corrCHN","clay_sed","sand_sed","fine_medium_silt_sed","coarse_silt_sed","texture_class"
9273,15,1.800038966099494,15.4,13.59996103390051,12.4,0.599998036,8.159949910016834,5.440011123883674,248.3,430.4,185.2,136.1,"loam"
10612,3.69159152331869,0.4430005725930819,20.4,19.95699942740692,18.13,0.5446,10.86858188816581,9.088417539241112,362.2,98.8,287.3,251.7,"silty_clay_loam"
1387,88.6,10.63223015976101,34.2,23.567769840239,,0.5542194109,13.06171551708405,10.50605432315495,728.3,32.2,129.8,109.7,"clay"
10611,21.4191828455508,2.570357582933418,30.3,27.72964241706658,24.73,0.5322,14.75771569436283,12.97192672270375,504.4,73.2,263,159.4,"silty_clay"
1317,0,0,14.1,14.1,,0.5394464053,7.60619431473,6.49380568527,209.9,326.3,114.3,349.5,"loam"
1331,0,0,15.1,15.1,,0.5044095156,7.61658368556,7.483416314439999,262.3,266.7,130.2,340.8,"loam"
1345,0,0,14.1,14.1,,0.5049683648,7.120053943679999,6.979946056319998,202.3,200.2,157.9,439.6,"silt_loam"
1359,0,0,13.6,13.6,,0.5049792673,6.867718035279999,6.73228196472,185.9,219.4,148,446.7,"silt_loam"
1373,0,0,11.6,11.6,,0.6441746913,7.47242641908,4.127573580919998,336.5672985,85.59261036,154.6755038,423.1645873,"silty_clay_loam"
1542,19.6,2.352050915703338,11.7,9.347949084296662,,0.6690179393,6.253945633057475,3.094003451239188,320.4,62.7,197.3,419.6,"silty_clay_loam"
1556,16,1.92004156383946,12.3,10.37995843616054,,0.6501318183,6.748341251979477,3.631617184181064,322.8,68.7,191.4,417.1,"silty_clay_loam"
24292,532,63.84138199766203,76.04,12.19861800233797,13.44,0.6208,7.572902055851412,4.625715946486558,521.3,63.3,295.6,119.8,"silty_clay"
24293,411,49.32106767112612,65.312,15.99093232887387,14.48,0.6095,9.746473254448624,6.244459074425246,440.7,43.5,415,100.8,"silty_clay"
24294,454,54.48117937394467,70.449,15.96782062605533,13.63,0.6223,9.93677477559423,6.031045850461099,430.1,49.1,383.1,137.7,"silty_clay"
17885,4,0.4800103909598649,14.1,13.61998960904013,13.13,0.5824,7.932281948304973,5.687707660735158,307.1,263,276.2,153.7,"loam"
1338,0,0,15.3,15.3,,0.4917709838,7.52409605214,7.775903947860002,477.6,89,164.4,269,"silty_clay"
1352,0,0,14.8,14.8,,0.4320945011,6.39499861628,8.405001383720004,200.6,236.3,142.9,420.2,"silt_loam"
1366,0,0,17.5,17.5,,0.5002057952000001,8.753601416000002,8.746398583999998,292,210.7,142.6,354.7,"clay_loam"
1380,152.1,18.25239511624886,38.8,20.54760488375113,,0.5809165941,11.93644464598123,8.6111602377699,773.5,23,109.7,93.8,"clay"
1394,0,0,11.3,11.3,,0.629409546,7.112327869800001,4.1876721302,275.0918671,68.73999652,228.1542049,428.0139313999999,"silty_clay_loam"
1549,16,1.92004156383946,12.8,10.87995843616054,,0.6465860234,7.034829059994327,3.845129376166213,327,68.8,198.9,405.3,"silty_clay_loam"
