"id","TCaCO3","TC_CaCO3","TC_CHN","TOC_CHN","TOC_re6","Cstable_TOC_re6_ratio","Cstable_re6_corrCHN","Cactive_AMG_re6_corrCHN","clay_sed","sand_sed","fine_medium_silt_sed","coarse_silt_sed","texture_class"
10101,238,28.56061826211196,50.9,22.33938173788804,19.5,0.495488353842715,11.06890348317016,11.27047825471788,439.8,104.9,319,136.3,"silty_clay"
9410,287.1,34.4527458111443,53.7,19.2472541888557,18,0.469850261667206,9.043327417009078,10.20392677184662,287.8,282,296.6,133.6,"loam"
10520,4,0.4800103909598649,10.7,10.21998960904013,9.4,0.696114532,7.114283283741833,3.105706325298298,285.6,383.6,157.7,173,"loam"
9682,54.5,6.54014157682816,22.2,15.65985842317184,12.8,0.513775372125142,8.045649588792152,7.614208834379689,216.7,515.2,199.7,68.4,"loam"
10510,3,0.3600077932198987,10.3,9.939992206780103,9.2,0.654183847,6.502582340981427,3.437409865798676,172.4,124.7,288.7,414.3,"silt_loam"
10896,64,7.680166255357839,21.1,13.41983374464216,11.79,0.6474,8.688000366281335,4.731833378360826,274.4,67.5,334.9,323.2,"silty_clay_loam"
10518,9,1.080023379659696,9.6,8.519976620340303,8.5,0.674131462,5.743584295275827,2.776392325064476,185.5,189.5,282.6,342.4,"silt_loam"
10514,2,0.2400051954799325,9.4,9.159994804520068,8.2,0.640910907,5.870740578280244,3.289254226239823,164.9,293.3,213.8,327.9,"silt_loam"
10901,4,0.4800103909598649,13.3,12.81998960904014,11.35,0.6568,8.420169175217564,4.399820433822575,311.9,19.8,333.5,334.9,"silty_clay_loam"
10508,2,0.2400051954799325,9.7,9.459994804520067,8.6,0.704914255,6.668485189932134,2.791509614587933,236,209.5,228.1,326.4,"silt_loam"
10522,1,0.1200025977399662,10.6,10.47999740226003,9.6,0.635151446,6.656385504121702,3.823611898138329,203.5,202.1,249.6,344.8,"silt_loam"
10513,4,0.4800103909598649,12.3,11.81998960904014,11.1,0.56348711,6.660411785028058,5.159577824012082,194.7,292.5,211.3,301.5,"silt_loam"
10179,108.870529815511,13.06474639518777,53.5,40.43525360481223,22.1,0.451953568255417,18.2748571500076,22.16039645480463,386.5,81,429.3,103.2,"silty_clay_loam"
10182,187.2,22.46448629692168,43,20.53551370307832,17.6,0.509532555717645,10.46351278010422,10.0720009229741,480.6,136.1,275.1,108.3,"clay"
10507,3,0.3600077932198987,12,11.6399922067801,10.2,0.591005902,6.879304093441044,4.760688113339056,185.9,238,227.7,348.4,"silt_loam"
10895,20,2.400051954799324,15.6,13.19994804520067,11.49,0.6139,8.103448104948692,5.096499940251979,282.2,50.2,342.8,324.8,"silty_clay_loam"
10906,2,0.2400051954799325,12.7,12.45999480452007,11.74,0.6132,7.640468814131706,4.819525990388364,283.1,66.4,301,349.5,"silty_clay_loam"
10900,3,0.3600077932198987,14.2,13.8399922067801,12.95,0.5665,7.840355585140927,5.999636621639173,302.4,16.7,350.9,329.9,"silty_clay_loam"
10898,2,0.2400051954799325,12.6,12.35999480452007,10.4,0.675,8.342996493051048,4.016998311469022,283.7,54.2,341.8,320.2,"silty_clay_loam"
10186,51,6.120132484738278,26.9,20.77986751526172,17.2,0.510823225330954,10.61483894609591,10.16502856916581,303.4,256.6,298.2,141.7,"loam"
10638,5.51991938379217,0.6624046653702541,11.9,11.23759533462975,9.87,0.6954,7.814623795701529,3.422971538928222,310.9,116.2,265.1,307.9,"silty_clay_loam"
10976,95,11.40024678529679,26.5,15.09975321470321,12.9,0.6491,9.801249811663853,5.298503403039356,328.7,53.8,358.5,259,"silty_clay_loam"
10982,18,2.160046759319392,15.9,13.73995324068061,12.5,0.6651,9.138442900376674,4.601510340303935,435.8,52.7,276.9,234.7,"silty_clay"
10634,7.39702827945038,0.8876626090900385,15.6,14.71233739090996,11.62,0.6841,10.06471000912151,4.647627381788456,354.6,82.2,270,293.1,"silty_clay_loam"
10633,10.0978143533797,1.211763953901481,15.6,14.38823604609852,12.45,0.597,8.589776919520816,5.798459126577704,316.2,39.9,318.8,325.1,"silty_clay_loam"
10965,14,1.680036368359527,15,13.31996363164047,11.87,0.7467,9.946016843745939,3.373946787894531,424.1,40.3,275.8,259.8,"silty_clay"
10975,15,1.800038966099494,15.8,13.99996103390051,11.98,0.6083,8.51617629692168,5.48378473697883,316.6,43.2,325,315.2,"silty_clay_loam"
10692,2,0.2400051954799325,13.5,13.25999480452007,11.75,0.5515,7.312887134692819,5.947107669827252,149.9,258,273.5,318.6,"silt_loam"
10967,13,1.560033770619561,15.9,14.33996622938044,12.34,0.6858,9.834348840109106,4.505617389271335,424.3,61,269.8,244.9,"silty_clay"
10644,8.29272338874692,0.9951483489886062,11.7,10.70485165101139,9.46,0.7107,7.607938068373795,3.096913582637595,306.7,81.9,259.3,352.1,"silty_clay_loam"
10977,10,1.200025977399662,12.6,11.39997402260034,10.07,0.7908,9.015099457072347,2.384874565527991,461.6,46.7,277.2,214.5,"silty_clay"
17929,255.431724396528,30.65247047278247,47.7,17.04752952721753,15.6,0.613365754530591,10.45637081134431,6.591158715873222,307.8,100.8,492.1,99.3,"silty_clay_loam"
17930,206.703476153602,24.8049541003134,40.2,15.3950458996866,16.1,0.600443817969152,9.243860137818162,6.151185761868439,263.3,122.5,482.4,131.7,"silty_clay_loam"
10960,11,1.320028575139629,14.4,13.07997142486037,11.18,0.7748,10.13436185998182,2.945609564878555,426.5,46.8,259.8,266.9,"silty_clay"
10966,194,23.28050396155345,35.7,12.41949603844655,11.72,0.7258,9.014070224704506,3.405425813742044,207.3,60.7,474.5,257.5,"silt_loam"
10974,36,4.320093518638784,19.3,14.97990648136122,13.18,0.6474,9.697991456033254,5.281915025327967,436.9,73.3,256.7,233.1,"silty_clay"
10971,60,7.200155864397974,21.7,14.49984413560203,12.03,0.6853,9.936743186128071,4.563100949473959,280.3,47.7,406.4,265.7,"silty_clay_loam"
10699,3,0.3600077932198987,12.2,11.8399922067801,10.43,0.6687,7.917402788673852,3.922589418106247,210.2,79.6,329.8,380.4,"silt_loam"
10983,1,0.1200025977399662,13.5,13.37999740226003,12.03,0.6648,8.895022273022466,4.484975129237562,429.7,49.9,259.8,260.5,"silty_clay"
10961,3,0.3600077932198987,12.4,12.0399922067801,11.09,0.7569,9.113070101311859,2.926922105468242,428.2,29,283.9,259,"silty_clay"
10725,6,0.7200155864397974,41.9,41.1799844135602,17.77,0.5345,22.01070166904793,19.16928274451227,422.3,48.2,313.9,215.7,"silty_clay"
10175,132.7,15.92434472009352,37.2,21.27565527990649,17.9,0.492464931539667,10.4775141208807,10.79814115902579,358.2,158.7,359.8,123.2,"silty_clay_loam"
10176,323.4,38.80884010910508,66.6,27.79115989089492,23.1,0.476576408644063,13.24461117285563,14.54654871803929,432.8,198.2,268.2,100.8,"clay"
10275,238,28.56061826211196,49.7,21.13938173788804,18.5,0.500559323032708,10.58151461204723,10.55786712584081,491.4,53.9,324.4,130.3,"silty_clay"
10724,180,21.60046759319392,41.5,19.89953240680608,18.03,0.6011,11.96160892973113,7.937923477074946,518.6,200.7,174.7,106,"clay"
10272,543.377441214534,65.20670449903987,97.4,32.19329550096013,24,0.47286136768567,15.22296574089293,16.9703297600672,485.9,158.8,268.3,87,"clay"
10282,452.616647160772,54.31517343964635,84.1,29.78482656035364,28,0.461850615438218,13.75614047761991,16.02868608273373,502.8,16.8,316.5,163.9,"silty_clay"
10732,6,0.7200155864397974,16.5,15.7799844135602,14.4,0.6006,9.477458638784256,6.302525774775944,360.7,107.2,324.1,208,"silty_clay_loam"
10273,244.677675629611,29.36195668453015,57.7,28.33804331546985,32.2,0.496396485150713,14.06690509784789,14.27113821762196,499.2,85.9,317.3,97.7,"silty_clay"
10276,128,15.36033251071568,53.5,38.13966748928432,35.4,0.436080249432496,16.63195571199957,21.50771177728475,529.7,20.6,367.6,82,"silty_clay"
10279,329.171834641778,39.50147525984396,86.7,47.19852474015604,26.9,0.451149001378594,21.29356730306426,25.90495743709178,625.9,51.7,280.1,42.2,"clay"
10731,176,21.12045720223406,40.8,19.67954279776594,18.09,0.5838,11.48891708533576,8.190625712430185,379,40.2,433.2,147.6,"silty_clay_loam"
10727,2,0.2400051954799325,15.8,15.55999480452007,14.22,0.5565,8.659137108715418,6.900857695804651,342.8,44.3,364.8,248.1,"silty_clay_loam"
10287,265,31.80068840109105,58.8,26.99931159890895,21.5,0.462103120472983,12.47646614047823,14.52284545843072,481.5,86.9,295.8,135.8,"silty_clay"
10723,130,15.60033770619561,39,23.39966229380439,21.95,0.5621,13.15295017534745,10.24671211845694,389.7,45.3,366.2,198.8,"silty_clay_loam"
10728,180,21.60046759319392,43.3,21.69953240680607,20.03,0.6012,13.04575888297181,8.653773523834262,558.2,161.5,218.9,61.3,"clay"
10726,52,6.240135082478244,24.4,18.15986491752176,15.86,0.6228,11.30996387063255,6.849901046889207,426.4,132.4,269.4,171.8,"silty_clay"
10283,307.457660948251,36.89571800884389,61.8,24.90428199115611,19.7,0.499802857880772,12.44723131264847,12.45705067850764,417.2,65.5,359.1,158.2,"silty_clay"
10291,243,29.16063125081179,49.9,20.73936874918821,17.2,0.48218037053699,10.00011650818684,10.73925224100137,520.9,19.2,402.1,57.8,"silty_clay"
10989,19,2.280049357059359,12.8,10.51995064294064,9.91,0.7864,8.27288918560852,2.247061457332121,422.2,45.2,297.3,235.3,"silty_clay"
10274,115,13.80029874009612,43.5,29.69970125990388,26.3,0.483305043749361,14.3540154167608,15.34568584314308,400,63.8,414.5,121.7,"silty_clay_loam"
10278,224,26.88058189375244,58.8,31.91941810624756,28,0.44806566828532,14.30199540505436,17.6174227011932,442.6,93.4,324.2,139.8,"silty_clay"
10286,271,32.52070398753085,53.8,21.27929601246915,18.9,0.483278644076707,10.28382932381297,10.99546668865618,446.4,112.3,310.1,131.3,"silty_clay"
10733,19,2.280049357059359,22.6,20.31995064294064,17.13,0.6065,12.3240500649435,7.995900577997141,512.8,91,246.4,149.8,"silty_clay"
11090,366,43.92095077282764,65.6,21.67904922717236,18.91,0.5218,11.31212788673854,10.36692134043382,396.1,322.8,179.4,101.6,"clay_loam"
11100,1,0.1200025977399662,11.9,11.77999740226003,10.91,0.6006,7.075066439797374,4.704930962462655,210.7,27.8,290.9,470.6,"silt_loam"
11101,1,0.1200025977399662,13.2,13.07999740226003,11.91,0.5737,7.503994509676579,5.576002892583451,190,27.2,267.5,515.3,"silt_loam"
11102,0,0,13.1,13.1,11.9,0.5893,7.71983,5.38017,209.8,124.5,289.2,376.4,"silt_loam"
11075,16,1.92004156383946,29.1,27.17995843616054,24.74,0.5214,14.17163032861411,13.00832810754643,626.6,27.5,257.9,88,"clay"
11117,34,4.080088323158852,29.7,25.61991167684115,23.37,0.5293,13.56061925055202,12.05929242628913,431.9,45.2,324.5,198.4,"silty_clay"
11118,55,6.600142875698142,25,18.39985712430186,16.92,0.5819,10.70687686063125,7.692980263670608,348,61.9,372.6,217.4,"silty_clay_loam"
11091,235,28.20061046889206,50.2,21.99938953110794,19.04,0.5175,11.38468408234836,10.61470544875958,355.8,281.8,243.6,118.9,"loam"
11120,163,19.5604234316145,41.7,22.13957656838551,21.28,0.5421,12.00186445772179,10.13771211066373,354.5,19.1,425.7,200.7,"silty_clay_loam"
11092,2,0.2400051954799325,11.1,10.85999480452007,9.94,0.5745,6.23906701519678,4.62092778932329,213.2,386.4,244.2,156.3,"loam"
11074,48,5.760124691518379,27.5,21.73987530848162,19.92,0.5805,12.61999761657358,9.119877691908039,527,72,250.6,150.4,"silty_clay"
11119,44,5.280114300558514,22.3,17.01988569944149,15.41,0.6042,10.28341493960255,6.736470759838944,417.7,94.7,290.5,197.1,"silty_clay"
11095,184,22.08047798415379,44.8,22.71952201584621,21.4,0.5189,11.7891599740226,10.93036204182361,514.6,202.6,175.1,107.7,"clay"
11080,29,3.480075334459021,32.6,29.11992466554098,25.95,0.5134,14.95016932328874,14.16975534225224,623.7,23.4,263.9,89,"clay"
11076,36,4.320093518638784,30.8,26.47990648136122,23.47,0.5256,13.91783884660346,12.56206763475776,549.5,43.1,279.3,128.1,"silty_clay"
11077,24,2.880062345759189,34.6,31.71993765424081,27.95,0.5209,16.52291552409404,15.19702213014677,553,62.1,256.6,128.3,"clay"
11078,18,2.160046759319392,24.3,22.13995324068061,19.89,0.5422,12.00428264709703,10.13567059358358,493.4,55.5,287.3,163.9,"silty_clay"
11096,1,0.1200025977399662,8.3,8.179997402260035,7.38,0.7215,5.901868125730616,2.27812927652942,217.3,442.3,198.9,141.6,"loam"
10913,3,0.3600077932198987,12.6,12.2399922067801,11.59,0.591,7.233835394207039,5.006156812573061,219.4,76.2,349.5,354.8,"silt_loam"
10844,2,0.2400051954799325,11.5,11.25999480452007,10.23,0.5771,6.498143001688533,4.761851802831538,136.7,439.6,143.2,280.5,"sandy_loam"
10917,5,0.6000129886998311,13,12.39998701130017,11.6,0.5922,7.34327230809196,5.056714703208209,263.6,113.6,305.5,317.4,"silty_clay_loam"
11242,16,1.92004156383946,11.5,9.57995843616054,8.34,0.7076,6.778778589427199,2.801179846733342,231.2,504.7,147.2,116.9,"loam"
11244,289,34.68075074685024,49.3,14.61924925314975,14.36,0.6576,9.613618308871276,5.005630944278475,314.8,138.4,428,118.8,"silty_clay_loam"
10914,1,0.1200025977399662,11,10.87999740226003,10.21,0.6467,7.036094320041562,3.843903082218468,208.5,76.4,636.9,78.2,"silt_loam"
10840,7,0.8400181841797636,11.9,11.05998181582024,9.93,0.5757,6.367231531367712,4.692750284452528,94.9,750.8,49.5,104.7,"loamy_sand"
10846,1,0.1200025977399662,11.1,10.97999740226003,10.01,0.6139,6.740620405247433,4.239376997012598,169,305.5,193,332.6,"silt_loam"
11241,582,69.84151188466035,84.7,14.85848811533965,10.09,0.6353,9.43959749967528,5.41889061566437,450.7,91.6,373.7,84,"silty_clay"
11240,183,21.96047538641382,37.2,15.23952461358618,13.61,0.6529,9.949885620210418,5.289638993375763,225.3,108.5,502.8,163.3,"silt_loam"
11243,1,0.1200025977399662,10.5,10.37999740226003,8.88,0.7241,7.516156118976487,2.863841283283542,253.2,425.2,104.5,217.2,"loam"
24395,673,80.76174827899727,94.696,13.93425172100272,11.79,0.6483,9.033575390726064,4.900676330276657,681.1,69.9,175.8,73.2,"clay"
11292,356,42.72092479542798,61.8,19.07907520457202,17.51,0.6381,12.17435788803741,6.904717316534614,386.8,87.3,451.2,74.8,"silty_clay_loam"
11141,97,11.64025198077672,50.5,38.85974801922328,35.09,0.4726,18.36511691388493,20.49463110533836,748.3,4.5,189.6,57.6,"clay"
11331,51,6.120132484738278,30.2,24.07986751526172,20.37,0.5588,13.45582996752825,10.62403754773347,561.2,118.1,207,113.7,"clay"
11294,355,42.60092219768801,59.8,17.19907780231198,15.04,0.6558,11.2791552227562,5.919922579555783,360.1,94.6,467.9,77.4,"silty_clay_loam"
11133,21,2.520054552539291,25.7,23.17994544746071,21.2,0.5188,12.02575569814262,11.15418974931809,411.3,41.4,302.7,244.6,"silty_clay"
11293,498,59.76129367450318,74.4,14.63870632549683,14.04,0.5848,8.560715459150547,6.077990866346284,388.9,175.3,364.9,70.9,"silty_clay_loam"
11136,72,8.640187037277569,32.2,23.55981296272243,21.74,0.5284,12.44900516950253,11.1108077932199,418,32.8,349.7,199.5,"silty_clay"
11354,26,3.120067541239122,25.2,22.07993245876088,17.55,0.5698,12.58114551500195,9.498786943758931,463.2,150.4,239.1,147.4,"clay"
11274,482,57.84125211066372,70.8,12.95874788933627,11.41,0.6829,8.849528933627738,4.109218955708531,368.2,44,440.2,147.7,"silty_clay_loam"
9115,5,0.6000129886998311,16,15.39998701130017,14.3,0.551004237467988,8.485458100178368,6.9145289111218,317.1,57.5,326.7,298.7,
11295,481,57.72124951292376,71.3,13.57875048707624,11.95,0.6444,8.750146813871929,4.828603673204311,495.7,137.8,283,83.5,"clay"
11278,434,52.08112741914535,70.1,18.01887258085465,15.58,0.6667,12.01318234965579,6.005690231198856,496.9,51.9,391.3,60,"silty_clay"
11128,1,0.1200025977399662,14.5,14.37999740226003,12.85,0.5911,8.500016464475904,5.879980937784127,337.7,62.1,316.7,283.5,"silty_clay_loam"
11353,376,45.1209767502273,62.5,17.3790232497727,13.62,0.6137,10.66550656838551,6.713516681387194,583.1,9.2,319.8,87.9,"silty_clay"
11276,537,64.44139498636187,81.2,16.75860501363813,17.44,0.59,9.887576958046497,6.871028055591634,486,75.9,385,53,"silty_clay"
11125,383,45.96099493440707,70.4,24.43900506559294,22.95,0.5211,12.73516553968048,11.70383952591246,441,46.5,343.8,168.7,"silty_clay"
11334,17,2.040044161579426,36.1,34.05995583842058,28.61,0.4808,16.37602676711261,17.68392907130796,596.7,61.7,225.2,116.4,"clay"
11275,542,65.0414079750617,77.4,12.3585920249383,13.02,0.6402,7.9119706143655,4.4466214105728,468.5,82.3,386.8,62.4,"silty_clay"
10984,34,4.080088323158852,18.4,14.31991167684115,13.19,0.728,10.42489570074036,3.895015976100793,421.6,67.3,285.2,225.9,"silty_clay"
11277,93,11.16024158981686,28.3,17.13975841018314,16.2,0.5774,9.896496506039746,7.243261904143395,328.6,52.4,405,214,"silty_clay_loam"
11124,4,0.4800103909598649,16.6,16.11998960904014,15.24,0.5693,9.177110084426552,6.942879524613588,371,107.3,309.9,211.8,"silty_clay_loam"
11338,69,8.28017924405767,46.8,38.51982075594233,32.6,0.4602,17.72682151188466,20.79299924405767,640,57.9,224.4,77.8,"clay"
11339,118,14.16030653331602,44.5,30.33969346668398,25.77,0.4902,14.87251773736849,15.46717572931549,604.8,60.6,232.2,102.5,"clay"
11058,292,35.04075854007014,49.432,14.39124145992987,15.65,0.5918,8.516736695986497,5.874504763943373,433.9,62.3,424.4,79.4,"silty_clay"
24371,144,17.28037407455514,43.49,26.20962592544486,25.33,0.498,13.05239371087154,13.15723221457332,388.2,117.7,373.2,121,"silty_clay_loam"
24372,265,31.80068840109105,58.394,26.59331159890895,21.16,0.5341,14.20348772497727,12.38982387393168,369,135.5,411.7,83.8,"silty_clay_loam"
24373,576,69.12149629822055,81.88,12.75850370177945,13.54,0.5489999999999999,7.004418532276917,5.754085169502533,576.5,102.2,255.1,66.2,"clay"
24375,5,0.6000129886998311,12.78,12.17998701130017,11.36,0.6651,8.100909361215743,4.079077650084427,224.2,472.1,98.5,205.2,"loam"
11340,8,0.9600207819197298,32.5,31.53997921808027,26.95,0.5046,15.91507351344331,15.62490570463696,482.2,138,260,119.8,"clay"
11341,1,0.1200025977399662,22.1,21.97999740226004,18.92,0.5516,12.12416656708664,9.855830835173402,397.6,115.3,312.3,174.8,"silty_clay_loam"
11121,512,61.44133004286271,82.5,21.05866995713729,20.5,0.4902,10.3229600129887,10.73570994414859,399.5,29.4,350.2,220.9,"silty_clay_loam"
11332,0,0,47.5,47.5,41.1,0.4479,21.27525,26.22475,489.1,70.8,267.4,172.7,"silty_clay"
11265,65,7.800168853097805,20.5,12.69983114690219,11.34,0.7818,9.928727990648133,2.771103156254057,396.1,145.6,253.6,204.7,"silty_clay_loam"
11139,371,44.52096376152747,71.8,27.27903623847253,24.62,0.4828,13.17031869593454,14.10871754253799,382.8,23.6,361.8,231.8,"silty_clay_loam"
11329,9,1.080023379659696,40,38.91997662034031,33.44,0.4668,18.16784508637485,20.75213153396545,531.1,80.2,275.9,112.8,"clay"
11330,2,0.2400051954799325,50.4,50.15999480452007,45.25,0.4455,22.34627768541369,27.81371711910638,574.6,80,238.7,106.7,"clay"
11383,1,0.1200025977399662,10.3,10.17999740226004,8,0.6906,7.030306206000784,3.149691196259257,154.1,571,158.1,116.8,"sandy_loam"
11386,0,0,14.4,14.4,11.15,0.6011,8.65584,5.744160000000001,200.1,477.8,182.3,139.8,"sandy_loam"
10609,221.051270265323,26.52672666555812,52.2,25.67327333444189,18.7,0.501835453693971,12.88375877159897,12.78951456284292,279.2,144.4,443.3,133.2,"silty_clay_loam"
11384,2,0.2400051954799325,10.9,10.65999480452007,8.15,0.5871,6.258482949733732,4.401511854786337,161.9,642.4,124.7,71,"sandy_loam"
11379,1,0.1200025977399662,14.6,14.47999740226003,11.32,0.607,8.789358423171839,5.690638979088193,183.4,476.5,178.5,161.5,"sandy_loam"
10610,15.9961077466796,1.91957448332995,28.2,26.28042551667005,29.7,0.487926972731849,12.82292846445366,13.4574970522164,362.4,108.5,406.7,122.5,"silty_clay_loam"
11486,462,55.4412001558644,70.2,14.7587998441356,17.28,0.5297,7.817736277438627,6.941063566696974,367.8,66.8,442.4,122.9,"silty_clay_loam"
11424,1,0.1200025977399662,12.7,12.57999740226003,9.38,0.6718,8.451242254838288,4.128755147421742,190.7,151,288.1,370.1,"silt_loam"
11356,86,10.3202234056371,34.3,23.9797765943629,18.89,0.5775,13.84832098324457,10.13145561111832,455.8,132,275.2,137,"silty_clay"
11361,93,11.16024158981686,36.2,25.03975841018314,20.73,0.5508,13.79189893232887,11.24785947785427,465,148.9,259.9,126.2,"clay"
11488,644,77.28167294453826,91.4,14.11832705546175,17.89,0.5252,7.414945369528511,6.703381685933238,427.8,66.5,414.8,91,"silty_clay"
11357,36,4.320093518638784,25.8,21.47990648136122,17.24,0.5739,12.3273183296532,9.152588151708017,424.5,214.4,252.7,108.3,"clay"
11397,0,0,11.1,11.1,8.84,0.6601,7.32711,3.77289,196.5,513.4,147,143.1,"sandy_loam"
11496,508,60.96131965190285,73.1,12.13868034809715,14.89,0.6257,7.595172293804387,4.543508054292763,409.2,100.3,382.4,108.1,"silty_clay"
11489,513,61.56133264060268,76.1,14.53866735939732,16.9,0.585,8.505120405247432,6.033546954149888,433.5,64.6,382.7,119.2,"silty_clay"
11355,273,32.76070918301078,59.4,26.63929081698922,21.87,0.5568,14.8327571268996,11.80653369008962,646.9,11.4,250,91.6,"clay"
10128,2,0.2400051954799325,9.1,8.859994804520067,7.800000000000001,0.680904813,6.032813105552708,2.827181698967359,177.8,226.9,390.2,205.1,"silt_loam"
11365,0,0,12.7,12.7,11.12,0.512,6.5024,6.1976,106.5,734.7,67.2,91.7,"loamy_sand"
11487,615,73.80159761007923,81.4,7.598402389920778,13.26,0.6012,4.568159516820372,3.030242873100407,380.9,67.9,432.2,118.9,"silty_clay_loam"
11377,1,0.1200025977399662,11.4,11.27999740226003,8.71,0.6671,7.524886267047666,3.755111135212363,175.3,574.7,148.3,101.6,"sandy_loam"
11367,41,4.920106507338615,35,30.07989349266138,25.2,0.51,15.3407456812573,14.73914781140408,34.7,38.1,784.5,142.6,"silt_loam"
11359,5,0.6000129886998311,18.3,17.69998701130017,14.42,0.5708,10.10315258605014,7.596834425250034,372.5,204.2,245.1,178.2,"silty_clay_loam"
11433,1,0.1200025977399662,11.6,11.47999740226003,8.73,0.664,7.62271827510066,3.85727912715937,144.8,106.2,355.2,393.9,"silt_loam"
11427,1,0.1200025977399662,10.8,10.67999740226004,7.7,0.7286,7.781446107286666,2.898551294973375,218.4,271.8,191.1,318.7,"silt_loam"
11494,484.85055250335,58.18332581605988,74.9,16.71667418394012,17.17,0.549,9.177454126983127,7.539220056956994,358.9,106,383.7,151.4,"silty_clay_loam"
9282,13,1.560033770619561,16.2,14.63996622938044,13,0.475641658,6.963377810406521,7.676588418973918,194.9,576.5,136.7,91.9,"sandy_loam"
9284,1,0.1200025977399662,11.2,11.07999740226003,10.65,0.6343,7.028042352253537,4.051955050006494,207.4,402.9,211.7,177.9,"loam"
9371,151.1,18.1323925185089,36.7,18.56760748149111,17,0.546476279556413,10.14675705674908,8.420850424742028,366.6,161.8,291.6,179.9,"silty_clay_loam"
9403,63.7,7.644165476035849,26.6,18.95583452396415,16.5,0.523873083387428,9.930451480250957,9.025383043713193,414.5,133.4,319.4,132.7,"silty_clay"
9404,242.041828478424,29.04564817914222,53.4,24.35435182085778,18.2,0.483498444160791,11.77529121392926,12.57906060692851,444.1,129.1,336.7,90,"silty_clay"
9405,82.2,9.864213534225225,51.9,42.03578646577478,36.8,0.427543276713538,17.97211788480794,24.06366858096684,461.6,33.6,418.5,86.2,"silty_clay"
9407,182.9,21.94847512663982,45.5,23.55152487336018,22.9,0.481006937760145,11.32844685891687,12.22307801444331,478.6,87.5,349.1,84.8,"silty_clay"
9408,58.3,6.996151448240031,27.1,20.10384855175997,17.5,0.536884818082073,10.7934510724612,9.310397479298771,419.7,168.9,330.2,81.2,"silty_clay"
9411,239.2,28.70462137939992,58.7,29.99537862060008,30.6,0.441964566785283,13.25689451761405,16.73848410298603,461.2,72.8,367.7,98.3,"silty_clay"
9412,277.273988612994,33.2735989192811,54.1,20.8264010807189,18.3,0.489811946459672,10.20102005109674,10.62538102962216,454.8,141.6,325,78.6,"silty_clay"
9670,0,0,20.5,20.5,32.8,0.494463025473166,10.1364920221999,10.3635079778001,354.7,243.9,307.1,94.4,"clay_loam"
9672,10,1.200025977399662,21.7,20.49997402260034,19,0.481015895686193,9.860813366024793,10.63916065657555,294.3,254.6,291.6,159.5,"loam"
10045,277.020664691243,33.2431993906013,62.7,29.45680060939871,17.4,0.473067901818253,13.93506685856688,15.52173375083183,436.7,64.6,364.7,134.1,"silty_clay"
10062,260.6,31.2726769710352,45.4,14.1273230289648,14.4,0.510324676874175,7.209521559853554,6.917801469111247,353.2,146.9,341.5,158.3,"silty_clay_loam"
10094,148.662751021374,17.8399163097347,46.7,28.86008369026531,17.4,0.492113887022999,14.20244796462552,14.65763572563979,499.7,74.7,299,126.6,"silty_clay"
10129,2,0.2400051954799325,9,8.759994804520067,8,0.673268094,5.897825005489128,2.862169799030939,189.4,219.3,347.3,244,"silt_loam"
11378,1,0.1200025977399662,13.6,13.47999740226003,11.19,0.5499,7.412650571502792,6.067346830757239,156.6,644.5,125.7,73.3,"sandy_loam"
11423,0,0,15.9,15.9,11.39,0.6225,9.89775,6.002249999999999,220.5,209.9,257.3,312.3,"silt_loam"
11422,1,0.1200025977399662,14.6,14.47999740226003,9.39,0.6435,9.317878328354329,5.162119073905702,150.8,101.8,323.7,423.7,"silt_loam"
11490,508,60.96131965190285,70.1,9.138680348097147,13.93,0.6538,5.974869211585915,3.163811136511232,454.3,61.1,362.7,121.9,"silty_clay"
10131,1,0.1200025977399662,10.3,10.17999740226004,9.1,0.616041817,6.271304096743556,3.908693305516485,225.4,569.2,150.7,54.7,"sandy_clay_loam"
10132,2,0.2400051954799325,8.8,8.559994804520068,7.9,0.669197707,5.728328895116743,2.831665909403325,191.1,273.8,325.6,209.5,"silt_loam"
10134,3,0.3600077932198987,8.1,7.739992206780101,6.800000000000001,0.666714555,5.160365459846862,2.579626746933238,192.2,671.9,123.6,12.3,"sandy_loam"
10135,1,0.1200025977399662,7.7,7.579997402260034,6.7,0.747795817,5.66829035028092,1.911707051979114,149.6,600.7,129,120.7,"sandy_loam"
10137,1,0.1200025977399662,9.4,9.279997402260035,8.2,0.681712133,6.326286823329148,2.953710578930887,236.6,528.7,181.7,53,"sandy_clay_loam"
11600,9,1.080023379659696,14.6,13.5199766203403,12.88,0.5669,7.664474746070916,5.855501874269384,350,32.8,308.3,309,"silty_clay_loam"
10139,6,0.7200155864397974,11.2,10.4799844135602,9.7,0.621492729,6.513234113060992,3.966750300499207,234.9,584.7,121,59.4,"sandy_clay_loam"
10149,1,0.1200025977399662,14,13.87999740226003,12.3,0.617788487,8.574902594706154,5.305094807553876,392.1,326.7,219.8,61.4,"loam"
10170,136.3,16.3563540719574,45.6,29.2436459280426,26,0.483380822990984,14.13581763595417,15.10782829208843,431.1,133.1,318.5,117.3,"silty_clay"
10173,28.5406898282622,3.424956920682094,46.3,42.8750430793179,20.2,0.462350131053829,19.82328178666119,23.05176129265671,257.9,51,525.7,165.4,"silty_clay_loam"
10180,132.7,15.92434472009352,81.6,65.67565527990648,25,0.479803990464387,31.51144147966261,34.16421380024386,460.2,138.8,303.4,97.6,"silty_clay"
