"sample_id","TN_CHN","TC_CHN"
6945,1.14276498556137,12.3655772209167
6952,1.19438171386719,15.6407117843628
6961,1.751222014427189,14.9216294288635
6968,0.827182531356812,8.11809897422791
6975,1.08566284179688,10.111665725708
6982,1.38898566365242,13.8307428359985
6996,1.33840516209602,14.2503488063812
7003,1.42971411347389,15.3767561912537
7010,1.71681225299835,29.8687243461609
7017,1.62627980113029,21.3374185562134
7024,1.27193555235863,13.2915413379669
7031,1.5370187163353,15.8202373981476
7350,1.1,11.56
7354,1.2,12.52
7356,1,10.67
7362,1,10.3
7364,1,10.15
9110,1.3,12.4
9111,1.5,13.9
9112,1.7,14.9
9113,1.9,18.1
9114,1.4,11.4
9115,2,16
9130,2.06,18.9
9131,4.3,40.2
9132,1.9,16.1
9133,4.2,39.5
9134,1.1,10.5
9137,1,8.7
9138,1.8,18.4
9139,2,17
9140,4.3,38.3
9142,3.1,25.9
9143,5,46.5
9145,3.19,31.3
9146,0.8,9.4
9147,1.34,12.3
9148,1,9.8
9149,0.8,7.4
9150,1.6,16.8
9151,1.49,14.9
9152,3.4,30.4
9248,1.1,9.6
9250,1.1,10.7
9251,0.9,7.8
9252,0.8,7.5
9253,1.2,9.4
9256,1.3,13
9257,0.8,6.8
9272,1.3,13.4
9277,0.6,5.5
9290,1.7,17.2
9334,4.1,74.8
9335,3.4,87.4
9336,3,96.7
9340,3.2,64.9
9341,4,74.1
9342,2.7,92.1
9343,3.3,70
9361,4,43.1
9362,2.8,30.5
9363,3.8,94.4
9364,2.9,75.7
9365,2.1,24.3
9367,4.5,48.2
9368,3.6,77.9
9371,2.3,36.7
9372,2.4,22.1
9380,3.7,80.5
9401,2.9,46.8
9410,2.6,53.7
9411,4.4,58.7
9412,2.6,54.1
9413,2.6,41
9665,1.5,12.6
9667,3.4,29.6
9669,2.5,36.6
9671,4.3,43.1
9672,2.24,21.7
9673,2,16
9680,2.7,26.8
9682,2.1,22.2
9891,2.3,89.8
9892,4.6,63.5
9900,4.6,55.3
9902,4.4,60.1
9909,2.8,47.2
9914,2.6,45.8
10042,2.3,43.7
10043,3,34.3
10044,3.9,44
10045,3.4,62.7
10048,2.7,36.3
10055,2.6,23.9
10062,2.4,45.4
10090,3.1,61.7
10092,3.6,51.5
10093,3.5,38.5
10094,3.4,46.7
10095,3.4,46.7
10096,2.2,56.7
10097,2.4,65.4
10098,2.5,52.2
10099,3.9,49.6
10101,2.7,50.9
10127,1,9.8
10129,0.8,9
10134,0.8,8.1
10137,0.9,9.4
10149,1.4,14
10161,2.9,37.9
10163,2.8,41.1
10164,3.5,45.6
10166,3.3,27.2
10167,2.8,41.2
10169,3.5,42.9
10170,3.4,45.6
10172,3,50.7
10173,4.9,46.3
10175,2.7,37.2
10176,3.4,66.6
10177,3.7,39.1
10179,4.5,53.5
10180,6.4,81.6
10182,2.7,43
10186,2.4,26.9
10190,3.3,48.1
10224,1.3,12.9
10225,0.9,9.4
10226,1,9.6
10227,1.3,13.3
10228,1,10.7
10230,0.9,9.9
10231,0.8,9.1
10232,1.1,11.3
10233,1,10.1
10234,1.5,14.1
10235,1.4,14.1
10237,1.2,11.5
10239,1.2,12.1
10242,1,10.4
10271,3.66,93.7
10272,3.6,97.4
10273,3.1,57.7
10274,3.21,43.5
10275,2.59,49.7
10276,4.21,53.5
10278,3.43,58.8
10279,4.9,86.7
10283,2.8,61.8
10286,2.61,53.8
10287,2.78,58.8
10291,2.36,49.9
10294,4.5,52.8
10300,5.13,98.8
10330,3.9,49.1
10331,3.09,29.6
10332,2.4,48.1
10333,1.6,36.5
10336,1.67,30.7
10337,2.27,41.3
10341,2.27,23.1
10354,2.02,31.8
10360,1.85,18.2
10478,4,55.8
10479,2.2,46.7
10480,4.7,55.5
10481,3.12,38.8
10482,2.27,59.9
10485,3.38,83.6
10489,3,25.6
10490,3.49,71.1
10491,3,57.1
10492,3,55.1
10498,2.9,53.2
10507,1.3,12
10508,1,9.7
10509,0.9,8.4
10510,1.1,10.3
10511,1.3,11.5
10514,1,9.4
10515,0.8,7.9
10520,1.3,10.7
10522,1.1,10.6
10528,1.6,16
10531,1.3,11.4
10535,1,9.2
10536,1,10.7
10606,2.64,40.3
10608,2.44,38.6
10610,2.9,28.2
10611,2.9,30.3
10612,2,20.4
10613,2.6,27.4
10616,2.8,27.3
10617,1.6,17.6
10619,3.4,32.9
10634,1.5,15.6
10636,1.6,15.4
10638,1.3,11.9
10639,1.3,17.7
10640,1.4,13.8
10644,1.2,11.7
10659,1.2,12.2
10660,1.2,11.2
10661,1,9.9
10662,1.3,14.4
10664,1.2,12.4
10665,1.8,17.6
10666,1.1,11.2
10667,1.3,11.9
10670,1,9.8
10690,1.1,12.9
10692,1.1,13.5
10699,1.1,12.2
10704,1,11.8
10724,2.2,41.5
10725,2.2,41.9
10731,2.1,40.8
10732,1.4,16.5
10733,2,22.6
10736,1.7,18.8
10738,1.8,17
10739,1.1,12.5
10741,1.8,49.8
10742,2.1,29.3
10743,1.1,14.2
10790,1.8,21.9
10792,1.5,15.2
10793,1.7,19.2
10795,2.1,43.1
10796,1.7,22.6
10798,1.9,50
10809,1.1,11
10810,1.6,23.5
10811,1.7,18.3
10812,0.9,10.3
10813,0.7,7.1
10814,1.3,13.3
10815,1.3,13.9
10816,0.8,8.6
10818,0.8,9.1
10823,1.2,12.4
10827,1.3,14.2
10835,2.1,20.2
10839,1.1,12.8
10840,1.1,11.9
10844,1.1,11.5
10846,1.1,11.1
10895,1.3,15.6
10898,1.2,12.6
10899,1.2,12.5
10901,1.4,13.3
10906,1.3,12.7
10917,1.3,13
10929,1.2,11.9
10931,1.4,13.3
10932,1.7,21.3
10935,1.7,17.8
10938,2,19.4
10944,1.6,16.6
10946,1.3,15.4
10960,1.4,14.4
10961,1.4,12.4
10962,1.4,13.3
10964,1.7,19.7
10965,1.5,15
10966,1.5,35.7
10967,1.5,15.9
10970,1.4,13.4
10971,1.7,21.7
10974,1.7,19.3
10976,1.7,26.5
10977,1.3,12.6
10981,1.4,12.3
10984,1.6,18.4
11029,1.8,65.9
11030,1.4,34.8
11031,2.2,62.8
11032,1.2,46.8
11043,1.1,15.9
11044,2.1,52.3
11045,2,69
11046,2.1,74.8
11047,1.9,59.7
11049,1.3,89.3
11050,1.9,57.8
11051,1.7,96.9
11052,1.4,56.6
11053,1.5,64.4
11054,1.5,94.8
11056,1.2,14.8
11058,2.185,49.432
11059,1.6,31.2
11060,1.3,45.8
11061,1.2,13.9
11062,1.7,52.1
11063,2.1,69.4
11064,2.2,56.1
11065,2.1,50.5
11067,1.7,34
11068,1.6,41.9
11071,1.4,30.5
11072,2.5,43.6
11073,2.2,50.7
11075,2.9,29.1
11076,2.7,30.8
11077,3.3,34.6
11078,2.3,24.3
11080,3,32.6
11090,2.2,65.6
11095,2.2,44.8
11096,0.8,8.3
11100,1.2,11.9
11101,1.4,13.2
11103,1.4,13.8
11104,1.6,15.8
11105,1.6,15.2
11107,2.3,26.9
11117,2.6,29.7
11118,1.9,25
11119,1.7,22.3
11120,2.5,41.7
11133,2.4,25.7
11213,1.4,60.3
11214,1.6,25.5
11216,1.9,45.7
11221,2.1,37.2
11222,1.5,72
11223,1.7,61.4
11224,1.6,49.9
11225,0.9,9.9
11227,1,12
11228,2.5,24.7
11230,1.9,47.8
11231,1.7,45.6
11232,1.8,34.8
11233,1.5,40.6
11236,1.8,46.1
11237,1.6,23.7
11238,1.8,84.6
11239,2.3,34.3
11240,1.8,37.2
11241,1.4,84.7
11242,0.9,11.5
11243,1.1,10.5
11244,1.7,49.3
11265,1.4,20.5
11266,2.7,78.2
11267,1.7,77.7
11269,1.9,48.6
11274,1.5,70.8
11275,1.6,77.4
11276,2,81.2
11277,1.9,28.3
11278,1.8,70.1
11292,2,61.8
11293,1.7,74.4
11294,1.8,59.8
11295,1.4,71.3
11297,2.3,74.2
11298,2.2,66.4
11301,1.8,56.6
11302,0.6,6.6
11303,1.9,38.4
11304,1.6,66.5
11329,3.6,40
11330,4.7,50.4
11331,2.4,30.2
11332,4.9,47.5
11334,3.4,36.1
11338,4,46.8
11339,3.3,44.5
11340,3.2,32.5
11341,2.4,22.1
11353,1.9,62.5
11354,2.4,25.2
11355,2.8,59.4
11356,2.5,34.3
11357,2.3,25.8
11359,1.9,18.3
11361,2.6,36.2
11365,1.2,12.7
11377,1.1,11.4
11378,1.3,13.6
11379,1.3,14.6
11383,0.9,10.3
11384,1,10.9
11386,1.3,14.4
11397,1.2,11.1
11421,1,10.8
11422,1.5,14.6
11423,1.4,15.9
11424,1.2,12.7
11426,1.4,15.3
11427,1.1,10.8
11432,1.2,13.9
11433,1.2,11.6
11437,1.2,13
11438,1,11
11439,1.6,16.2
11443,1.1,11.1
11475,1.9,90
11476,2.2,86.7
11477,2.2,80.4
11478,2.2,90.4
11479,2,75.4
11486,2.2,70.2
11487,1.6,81.4
11488,2.1,91.4
11489,2.1,76.1
11490,1.7,70.1
11491,1.1,90.7
11492,1.8,56.8
11493,1.9,50.9
11494,2,74.9
11495,1.8,70.9
11496,1.7,73.1
11497,1.8,50.8
11498,1.9,33.1
11499,1.7,24.7
11500,2.2,47.4
11501,2.1,59.6
11502,2.3,46.5
11503,2.5,78.6
11504,2.1,95
11506,2.1,89.3
11509,2.1,53.7
11511,1.7,49.3
11512,1.5,64.8
11513,1.6,71.5
11514,2.2,63.1
11515,1.7,65.7
11521,1.6,28.1
11525,1.9,83.6
11526,2.2,84.6
11593,2.3,67
11595,2.1,57.7
11599,1.4,13.8
11600,1.4,14.6
11603,1.5,21.4
11618,1.2,13.6
11621,2.4,25.2
11623,1.3,13.7
11625,1.6,19.3
11626,1.2,12.3
11629,1.7,17.6
11653,1.4,14
11654,1.4,14.3
11655,1.4,14.7
11656,1.4,14.9
11657,1.6,16.4
11659,1.4,14.9
11660,1.5,16.4
11668,1,11.3
11669,1,10.6
11671,1.3,14.3
11673,1.2,13.1
11675,0.9,9.6
11676,1.1,11.6
11678,0.9,9.6
11684,1,10.4
11699,1.3,14
11701,1.2,12
11702,2.5,38.2
11703,1,15
11705,1.2,10.3
11707,1.9,24.7
11710,1.4,12
11712,1.6,15.1
11713,2.4,32.3
11716,1,8.1
11721,1.1,9.7
11760,1.2,14.3
11762,1.5,27.4
11763,2,53.5
11766,1.1,14.6
11767,1.9,53.3
11768,2,49.7
11769,1.7,37.2
11778,1.3,22.5
11785,1.2,14.4
11813,0.9,9.8
11815,1.2,12.8
11816,1.1,13.6
11825,0.8,9
11829,3.4,41.6
11833,2.1,31.7
11837,0.8,9.5
17869,1.4,13.3
17872,1.5,14.4
17873,1.3,11.6
17875,1.5,13.4
17879,1.9,36.7
17893,1.6,19.9
17894,1.4,24.1
17909,1.7,75.5
17910,1.8,79.6
17911,0.7,6.3
17913,1.2,12.6
17915,2,29.7
17916,2.4,33.6
17922,1.7,40
17929,1.9,47.7
17932,2.6,31
17933,1.1,14.5
17942,1.7,88.3
17943,1.6,79.5
17946,1.9,52.2
17947,2.4,44.5
17948,1.5,15.3
17949,2.8,31.9
17950,1.1,14.6
17951,1.8,20.1
17952,1.9,67.6
17960,2.6,56.2
17963,1.9,60.4
17964,2,57.5
17965,1.6,21.2
17968,1.7,64.7
17971,2.5,61.8
17975,1.7,46.6
17976,2.1,39.3
17978,2.1,52.5
17979,2.8,53
17980,2.4,49.9
17983,3,46
17987,0.9,13.2
17991,1.8,30.8
17992,2,77.7
17994,1.4,42.4
17996,1.4,29.9
17997,1.5,32.3
18000,1.9,48.6
18001,1.2,12.7
18003,2.1,88.6
18004,2.1,85.7
18005,2.5,83
18007,2.4,83.2
18009,2.8,93.9
18010,1.5,103.2
18013,1.8,55.3
18014,1.7,67.9
18018,1.8,59.7
18023,1.7,33.8
18024,1.9,59.9
18042,1.3,11.9
18044,1.4,15.1
18048,1.3,13.9
18049,1,11
18050,1,10.5
18051,1,10.4
18052,1.3,16.7
18054,0.9,10.7
18055,1.2,13.4
18058,1.1,10.6
18063,1.6,15.6
18077,0.9,8.4
18078,0.8,7.5
18079,0.9,8.5
18091,0.9,9.8
18092,1.1,11.9
18093,1,11
18094,0.9,9.9
18106,1.2,12.6
18154,2.8,47.8
18155,1.7,23.8
18156,1.9,21
18160,2,24.5
18161,1.8,22.1
18163,1.5,14.8
18165,1.7,20.3
18167,2.2,40.3
18168,1.2,14.6
18169,1.2,16.9
18171,1.9,25.1
18173,2.1,24.5
18176,1.2,12.7
18178,1.1,10
18193,1.7,18.3
18194,2,19.2
18195,1.9,22.3
18197,1.6,13.8
18201,2.8,40.7
18202,1.9,20.1
18208,1.3,12.5
18209,1.5,13.5
18238,1.4,14.7
18242,1,10.3
18246,1.9,21.6
18247,1,10.9
18248,2,23.7
18249,1.8,54.6
18251,2.1,59.7
18254,1.8,68.2
18255,3,63.4
18261,1.8,68
18262,2.2,52.8
18263,2.2,20.4
18264,2,45.6
18266,1.1,9.1
18267,2.8,33
18269,2.3,32.2
18271,2,36.8
18293,1.9,17.7
18294,1.7,16.6
18295,1.6,14.8
18299,2.3,21.3
18300,1.6,15.1
18301,1.2,11
18302,1.8,17
18303,4.1,37.1
18304,3.1,27.7
18307,3.1,32.1
18319,1.3,9.6
18320,1.5,11.8
18321,0.7,6.9
18324,1.9,16.6
18325,0.7,12.6
18398,1.4,13.2
18399,1.6,18.5
18400,0.9,9.1
18401,1.5,18.3
18405,1.3,13.6
18532,2,28.6
18533,1.2,13.4
18534,2,45.1
18537,2.5,64.3
18538,5,60.2
18569,1.7,20.7
18571,1,10.5
18581,2.1,24.5
18582,3.2,31.4
18583,1.8,29
18585,2.1,56.9
18586,2.9,33.1
18587,2.7,39
18589,2,18.9
18597,1.4,12.1
18598,1.2,9.7
18600,1.5,16.4
18601,1.3,10.9
18603,1.6,16.1
18604,2,29.1
18605,1.5,19.7
18607,1.7,21.9
18608,1.3,9.8
18609,2,17
18611,1.5,15.1
18613,1.3,12.7
18615,1.6,19.1
18617,1.5,17.4
18619,1.5,20.6
18621,1.4,14.1
18623,1.7,22.2
18625,1.6,17.6
18634,1.8,21.9
18635,1.7,14.4
18638,1.7,15.6
18640,1.7,27.1
18642,1.7,12.5
18655,1.5,23.4
18657,0.9,10.8
18658,1.1,13.1
18659,1,10.7
18660,1.2,14.9
18661,0.9,9.2
18662,1.2,12.5
18663,1.2,12.6
18664,1.3,34.9
18665,0.7,7.1
18666,1.1,11.2
18667,0.9,9
18668,1.6,15.5
18669,1.3,21
18671,1.4,14.6
18672,1.2,15.6
18673,1.4,24.6
18676,1.2,12.8
22241,2.4,23.7
22242,2.2,24
22243,2,18.5
22244,1.9,16.5
22249,1.2,16.4
22257,1.3,17.9
22285,1,10.1
22286,1.3,13.4
22287,1,10.2
22288,0.9,9.9
22289,1.5,17.5
22290,1,9.8
22291,1.3,13.6
22292,1.3,14.2
22293,1.2,12.7
22294,1,10.4
22295,1.1,12.2
22296,0.9,8.3
22297,1.1,11.4
22298,1.3,14.1
22299,0.9,9.1
22300,0.9,8.7
22301,1.3,13.8
22302,1.2,12.6
22304,1.1,11.2
22305,1.1,12.2
22307,1.3,14.1
22308,1.2,12
22312,2,21.6
22332,0.9,9.5
22333,1.1,13
22334,1.3,16.3
22335,1.4,15.1
22336,1.3,14.8
22337,1.3,15.9
22338,2,30.6
22340,1.8,21.1
22341,1.2,14.9
22342,2.1,49.7
22345,1.3,14.4
22704,2.1,20.7
22705,1.8,19.4
22707,1.5,15.3
22802,1.2,12.8
22807,1,10.3
22867,1.2,12.7
22870,1.4,14
22875,1,10.3
22915,1.7,16.6
22916,1,10.1
22928,2,17.3
22931,2.3,21.1
22952,1.5,15.4
23042,1,10
23044,1,10.4
23045,1.7,16.4
23046,1.2,11.8
23047,1.6,15.8
23048,1.2,12.1
23051,1.8,18.2
23070,2,22.4
23072,1,9.7
23074,2.5,25.8
23075,1.1,10.2
23078,1,9.4
23079,3,41.1
23080,3,47.5
23081,4,44.4
23084,2.2,37.5
23085,1.5,12.3
23087,1.9,37.2
23093,1,8.9
23094,1.4,11.5
23097,2.2,21.1
23098,1.6,15
23100,2,21
23129,1.3,11.6
23130,2.5,35.9
23131,2.9,32.7
23132,2.2,37.4
23134,1.9,17.5
23136,2.4,23.2
23137,1.9,26.8
23139,3.7,43.1
23141,3.4,33.1
23144,2.3,21.9
23148,1.6,14.1
23164,1.7,31.3
23166,1.6,23.2
23167,1.9,32
23169,1.6,19
23182,1.3,10.9
23183,1.5,11.9
23184,1.4,25.5
23186,1.3,10.7
23187,1.3,20.4
23189,1.5,13.1
23190,1.6,14.4
23191,1.4,12.2
23195,1.4,11.3
23200,1.3,10
23201,2.9,42.6
23202,1.5,13.1
23203,2.9,33.2
23204,2.2,18.6
23224,1.8,14.3
23225,1.9,13.4
23226,2.9,48
23228,2.4,18.3
23230,2.7,16.8
23231,3.4,29.6
23234,3.1,44.5
23255,1.1,10.7
23259,1.2,9.4
23268,2,19.1
23282,1.6,18.3
23284,1.6,21.5
23294,1.6,16.6
23295,1.7,20.3
23298,1.3,13.1
23301,1.8,18.9
23308,1.9,22.8
23309,2.2,31.3
23310,1.9,18.6
23313,1.9,18.1
23314,1.9,18.9
23562,1.7,16.4
23566,1.7,17.1
23567,1.6,14.9
23572,3,29
23576,2.3,22.2
23643,1.7,19.6
23644,1.4,13.7
23646,1.6,18.9
23647,1.9,21.8
23648,2.2,25.3
23650,2.2,26.8
23653,1.9,22
23658,1.3,11.9
23685,1.2,11.2
23686,1.3,11.5
23688,1.3,11.7
23689,1.1,10.2
23692,1.6,15.7
23693,1.2,10.6
23694,1.2,10.8
23695,1.4,12.7
23700,1.9,16.9
23701,1.5,24
23702,1.7,18
23703,1.2,10.1
23763,1.2,11.9
23764,1.1,11.3
23765,1.1,10.7
23766,1.1,11.6
23767,1.1,10.4
23768,1.2,10.6
23783,2.1,25.1
23785,2,25.5
23786,1.5,12.9
23789,2.4,42.5
23792,1.9,29.1
23796,3.7,65
23813,2.5,49.2
23815,2.5,39.3
23818,1.4,12
23820,3,45.2
23830,2,60.1
23928,1.656,46.645
23957,1.4,16.2
23963,1.3,13.1
23967,1.3,15.5
24182,1.2,11.9
24184,1.4,14.5
24190,1.4,13.6
24224,1.3,32.4
24233,1.4,21.2
24238,1.4,44.8
24239,1.7,37.2
24241,1.7,19.3
24242,1.1,14
24243,1.717,46.434
24245,2.5,87.7
24246,2.3,84.9
24255,2.2,77.9
24261,2.4,47.1
24263,1.3,17.6
24264,1.6,45.1
24265,1.7,33.3
24266,1.5,17.5
24267,1.3,16.9
24268,3.2,90.6
24270,1.2,93.9
24272,2.4,82.8
24273,2.2,63.5
24274,2.9,80.9
24275,2.7,69.5
24276,1.6,30.2
24277,2.9,45.2
24278,2.1,40
24279,1.6,17
24280,1.72,45.7
24281,1.92,36.71
24282,1.75,18.56
24283,0.9,10.59
24284,3.2,88.19
24285,2.7,84.31
24286,1.3,93.09
24287,1.96,88.21
24288,2.28,81.07
24289,2.22,61.64
24290,2.73,77.32
24291,2.42,67.58
24292,1.65,76.04
24293,2.131,65.312
24294,1.942,70.449
24298,2.29,71
24299,2.389,83.918
24300,2.21,71.18
24301,2.54,80.68
24302,2.558,90.863
24303,1.143,88.867
24304,2.24,64.77
24305,1.94,53.13
24306,2.625,80.793
24308,1.2,68.7
24309,1.903,50.716
24310,1.425,81.859
24311,1.66,73.75
24312,1.535,55.349
24316,1.853,24.862
24319,2.19,88.463
24322,1.828,47.479
24333,1.828,54.61
24334,1.234,106.281
24335,1.671,48.726
24340,1.748,63.889
24343,2.34,34.354
24344,1.973,26.314
24345,2.314,47.672
24346,1.663,38.25
24347,2.84,59.09
24348,1.865,43.752
24349,0.94,11.45
24350,2.23,69.67
24351,1.428,32.578
24352,2.86,74.22
24353,3.535,92.43
24358,1.56,64.899
24359,2.05,30.8
24360,1.55,79.12
24361,1.687,79.138
24363,1.68,75.69
24365,1.89,45.88
24368,1.612,18.837
24369,1.84,32.44
24370,1.454,16.711
24372,2.354,58.394
24373,1.59,81.88
24375,1.28,12.78
24377,2.629,78.662
24379,2.13,88.933
24382,1.839,68.008
24384,2.379,63.926
24385,1.44,73.95
24387,1.819,77.998
24388,2.38,83.11
24396,1.132,11.72
24397,1.04,12.36
24398,0.984,10.307
24399,1.02,10.467
24402,1.39,18.306
24404,1.891,91.094
24405,2.349,58.495
24406,2.1,73.78
24416,2.207,63.722
24444,1.715,45.89
24445,1.41,45.767
24446,2.09,43.54
24447,1.684,77.052
24448,1.57,63.38
24449,1.367,69.608
24450,0.631,9.865
24451,0.559,8.728
24452,0.703,10.147
25087,0.7,8.4
25093,0.7,8.5
25094,1.2,82.1
25150,1.4,10.4
25151,1.2,11
30686,1.5,56.6
25152,0.87,7.52
25153,1.5,18.8
25154,0.78,6.94
25157,0.88,7.37
25158,0.83,7.03
25173,3.3,50.4
25184,4.9,45.3
25185,3.4,30
25186,1.1,12
25214,2.3,79.1
25218,2.7,47.3
25236,1.6,38.7
25240,2.8,46.9
25247,1.7,40
25254,2.2,35.1
25255,1.6,48.1
25280,3.3,42.7
25335,2.2,59.8
25336,3.7,55.5
25339,2.4,53.9
25341,2.5,47.8
25342,3.1,46.8
25345,2.1,37.6
25368,3.6,38.6
25369,2.8,28.6
25370,3.1,50.3
25372,3.2,44
25378,2.6,50.8
25385,3,60
25446,2.7,31
25494,2.6,42.8
25523,2.3,51.6
25563,3.5,95.2
25566,1.6,39.6
25733,1.8,16.8
25810,4,82.8
25848,3.2,100
25850,1.2,10.4
25871,1.4,12.9
25888,1.3,14.1
25896,1.2,13.3
25899,1.8,23.1
25900,1.2,14.8
25901,1.2,14
25902,2.2,25.5
25916,1.3,13.7
25918,1.2,13.3
25919,1.4,14.8
25923,1.4,16.4
25924,1.5,15.6
25925,1.9,23.2
25928,1.8,23.8
25936,1.6,69.7
25937,2.2,29.1
25940,1.5,77.9
25941,1.4,96.5
25942,2,43.4
25943,1.6,28.5
25945,2,63
25963,1.5,39.8
25967,2.4,86.9
25983,1.5,17.4
25992,1.7,69.4
26001,1.7,92.2
26005,1.6,80.8
26012,2.3,86.2
26015,1.6,58.3
26043,1.9,63
26049,1,12.6
26051,1.7,45.2
26061,2.2,59.2
26063,2.4,65.7
26067,2,62.7
26069,1.4,74
26072,2.8,81.2
26079,1.6,73.1
26080,1.4,68.7
26084,2,87.3
26101,2.2,38.6
26102,1.9,68.1
26104,2.7,81.3
26105,2.6,80.1
26106,2.6,34.9
26107,1.6,27.7
26109,0.83,8.28
26111,1.6,35.5
26112,1.9,42.8
26113,1.7,40.2
26114,1.7,37.8
26115,1.7,38.3
26116,2.3,74.5
26117,2.4,74.7
26118,1.8,74.4
26119,1.9,74
26120,1.8,19.8
26121,2.9,30.8
26122,2.1,45.5
26123,1.3,40
26124,2.3,93.5
26125,2.9,97.8
26128,1.7,62.4
26131,3.7,90.2
26132,2.8,45
26133,2.2,39.8
26136,2.2,72.8
26137,2.1,74
26140,1.9,47.3
26142,1.6,78.3
26143,1.6,77.6
26144,2.5,63.8
26145,2.6,65.1
26146,2.3,65.6
26148,2.4,31.8
26150,2,48.7
26151,1.8,48.5
26152,2.6,65.2
26153,3.1,68.8
26154,1.9,95.1
26156,1.7,94.9
26160,2.1,71
26161,2.1,70.3
26163,1.6,59.3
26166,1.5,82.6
26167,1.3,79.8
26168,1.2,12.7
26169,1,10.8
26170,2.2,76.7
26171,2.3,80.5
26172,1.6,67.8
26174,2.3,74.9
26175,2.2,70.6
26176,1.8,54.3
26177,1.4,57.7
26178,2.2,77.6
26179,2.7,78.5
26180,1.8,98.3
26181,1.4,77
26185,1.7,86.8
26186,1.8,26.5
26202,1.7,39.9
26203,1.5,29.6
26220,1.9,33.8
26239,1.4,61
26281,2.9,90.1
26283,2.6,78.7
26284,2.6,85.2
26285,4.2,103
26289,2.5,24.3
26290,2.6,28.2
26291,2.3,28
26295,5.9,45
26296,3.5,39
26298,2.6,35.2
26301,0.74,8.84
26302,1.2,82.3
26304,0.85,8.47
26305,1.4,82.2
26308,1.1,80.9
26309,1.3,63.4
26310,0.48,9.03
26312,0.99,64.1
26316,1.6,20.3
26317,1.4,19
26319,0.83,13.7
26321,1.5,23.5
26322,0.79,15.7
26337,0.88,10.6
26338,1.7,25
26376,0.87,32.9
26378,0.88,33.1
26379,1.2,36.5
26381,0.93,35.4
26383,1,35.8
26385,0.77,33.1
26387,1.1,36.5
26388,0.92,34.8
26389,1.2,37.1
26394,0.64,8.8
26397,0.86,10.5
26403,1.1,10
26406,0.73,9.47
26408,1,9.57
26420,0.89,10.8
26450,2.5,42
26452,0.9,12
26455,2.7,42.9
26456,1.8,14.9
26459,1.8,14.9
26460,3.5,68.6
26476,1.2,11.3
26477,2,24.5
26479,2.2,78.6
26531,2.9,56.3
26536,1.5,16.9
26553,2.6,41.1
26556,0.37,12.8
26561,1.7,80.3
26661,1.1,17.9
26663,1.1,16.6
26667,1.3,15.6
26684,2.4,80
26725,1.2,14.9
26738,1.1,9.07
26790,1.1,12.7
26796,1.1,11.8
26827,1.3,11
26831,1.2,11.3
26834,1.6,15.5
26838,1.4,12.3
26850,0.99,14
26883,1.2,11.3
26885,1.1,11
26888,1,10.3
26889,1,9.93
26920,1,9.24
26922,0.87,8.37
26978,0.83,10
26980,0.71,6.69
26983,1.4,13.8
26989,1.3,12.1
26996,1,10
27025,3.5,58.7
27027,3,33.3
27031,2.1,22
27032,2.7,27.9
27035,2.1,19.2
27069,1.5,14.5
27070,1.6,21
27071,1.5,12.1
27072,1.5,14.1
27083,1.2,18.5
27084,1.1,12.2
27093,1.1,11.1
27098,1.7,30.9
27105,1.2,17.8
27108,1.8,22.2
27133,1.6,14
27135,2.1,30.8
27136,1.6,14.3
27138,2.4,48.1
27157,1.3,11.1
27246,1.6,36.5
27299,1.3,14.9
27303,1.5,16.3
27305,1,12.9
27475,1.1,13
27476,1.3,20.2
27494,1.2,15.1
27528,1.2,15.6
27530,1.1,13.9
27531,1.2,16.1
27532,1.1,13.1
27629,2.6,32.4
27725,0.77,13.1
27727,0.62,11.5
27730,0.67,10.8
27759,0.71,11.1
27761,0.58,10.7
27764,0.66,10.9
27879,1,9.38
27880,1.1,9.6
27882,1.1,9.6
27899,0.71,11.2
27903,0.61,10.5
27905,0.41,9.5
27906,0.47,9.53
27926,1.7,17.8
27929,1.7,16.6
27933,2,39
27934,1.5,15
28030,1.6,19
28085,0.79,10.1
28308,0.97,9.47
28309,0.74,6.41
28313,0.85,10.3
28317,0.9,7.68
28318,0.79,8.59
28330,2.4,21.7
28334,3.3,46.4
28363,5.6,150
28479,0.75,9.16
28624,1.8,15.8
28626,1.7,14.9
28666,0.86,10.1
28677,0.95,10.5
28679,1.1,12.3
28697,1.9,77.2
28704,1.6,16.5
28707,1.7,18.9
28817,2,25
28818,1.5,16.2
28823,2.1,20.7
28919,1.2,12.1
28940,1.7,29.9
28942,0.97,10.4
28943,1.3,13.9
28986,1.5,17.4
28995,1,10.7
29011,1.1,11.7
29012,1.2,14.8
29014,1.6,17.8
29104,1.5,15.6
29113,1.5,17.8
29175,1.1,12.5
29176,2.1,22.7
29180,1.9,22.7
29191,1.2,12.8
29282,1.5,12
29283,0.97,12.2
29286,1.2,12.9
29304,1.3,10.9
29308,1.1,12.2
29310,1.4,16.3
29311,1.4,16.5
29422,1.6,12.3
29545,0.81,14.8
29547,0.67,12.5
29548,0.85,15.5
29549,0.71,11.8
30687,1.9,76.5
29550,0.83,14.4
29664,3.2,31.9
29703,2.2,39.8
29704,1.8,27.5
29706,1.7,23.5
29707,2.3,32.4
29708,2.2,26.8
29709,3.1,47.6
29717,4.8,53.9
29720,3.1,33.2
29721,3.4,39.6
29722,3.3,40.3
29723,3.7,35.9
29726,4.3,45.4
29727,3.2,33.3
