Analyse;T70_HC_PYR;T90_HC_PYR;T30_CO2_PYR;T50_CO2_PYR;T70_CO2_PYR;T90_CO2_PYR;T70_CO_OX;T50_CO2_OX;T70_CO2_OX;T90_CO2_OX;PseudoS1;S2;S2_PC;HI;OI;OICO;OIRE6;HI_OIre6;PC;PC_TOCRE6;TOCRE6;T10_HC_PYR;T30_HC_PYR;S1S2_HC_PYR;S1S2_TOT_PYR;StableCarbon;ActiveCarbon;Confidence;
IFP 160K_09;473.00;504.00;435.00;483.00;523.00;551.00;529.00;470.00;521.00;572.00;0.31;10.44;0.94;379.51;26.17;9.94;24.71;15.36;11.09;0.33;33.17;407.00;437.00;10.44;13.29;47.27;52.73;44.46;
IFP 160K_10;475.00;506.00;433.00;480.00;521.00;551.00;534.00;473.00;523.00;573.00;0.31;10.56;0.94;382.56;25.63;11.15;25.01;15.29;11.22;0.34;33.26;407.00;438.00;10.56;13.35;47.59;52.41;44.14;
SOIL_11043;493.00;556.00;347.00;398.00;455.00;522.00;530.00;456.00;516.00;566.00;0.13;0.87;0.46;113.34;220.38;93.55;213.73;0.53;1.90;0.21;9.24;340.00;400.00;0.87;2.82;72.69;27.31;25.84;
SOIL_11044;503.00;560.00;346.00;397.00;455.00;522.00;522.00;459.00;516.00;565.00;0.14;2.22;0.57;151.27;198.82;76.18;188.13;0.80;3.90;0.22;17.72;356.00;419.00;2.22;5.54;52.96;47.04;26.94;
SOIL_11045;493.00;550.00;345.00;396.00;456.00;524.00;527.00;451.00;510.00;562.00;0.12;2.12;0.56;131.16;190.64;60.02;172.94;0.76;3.81;0.20;19.46;350.00;411.00;2.12;5.78;56.33;43.67;29.09;
SOIL_11046;495.00;552.00;345.00;397.00;456.00;523.00;515.00;453.00;512.00;563.00;0.11;2.24;0.58;157.59;204.66;70.38;189.06;0.83;3.85;0.23;17.10;347.00;411.00;2.24;5.73;52.30;47.70;25.53;
SOIL_11047;503.00;562.00;349.00;401.00;461.00;526.00;535.00;458.00;516.00;569.00;0.12;2.01;0.57;152.07;193.47;78.14;185.35;0.82;3.51;0.22;15.90;354.00;417.00;2.01;5.23;53.03;46.97;26.60;
SOIL_11056;480.00;538.00;346.00;398.00;454.00;518.00;516.00;448.00;508.00;559.00;0.08;1.16;0.50;127.36;226.16;79.03;209.64;0.61;2.30;0.21;10.97;345.00;401.00;1.16;3.33;65.29;34.71;24.36;
SOIL_11059;509.00;568.00;347.00;397.00;454.00;523.00;535.00;462.00;521.00;567.00;0.13;1.40;0.50;118.02;205.73;79.62;195.12;0.60;2.81;0.20;14.26;362.00;422.00;1.40;4.07;61.00;39.00;29.66;
SOIL_11060;489.00;547.00;348.00;401.00;460.00;523.00;535.00;458.00;517.00;563.00;0.08;1.05;0.48;112.42;228.42;72.06;207.30;0.54;2.21;0.20;11.31;351.00;406.00;1.05;3.55;72.98;27.02;25.08;
SOIL_11061;490.00;553.00;344.00;393.00;449.00;517.00;531.00;455.00;513.00;563.00;0.08;0.89;0.46;106.00;220.43;86.42;209.70;0.51;1.96;0.19;10.15;346.00;401.00;0.89;2.83;71.38;28.62;26.78;
SOIL_11213;504.00;562.00;355.00;409.00;469.00;529.00;537.00;462.00;520.00;568.00;0.11;1.19;0.49;117.41;214.70;82.43;203.25;0.58;2.44;0.20;12.20;358.00;417.00;1.19;4.09;72.60;27.40;24.60;
SOIL_11214;501.00;562.00;344.00;392.00;450.00;520.00;527.00;461.00;517.00;565.00;0.11;1.37;0.51;119.71;199.43;82.44;192.15;0.62;2.71;0.20;13.81;354.00;413.00;1.37;3.82;60.17;39.83;27.60;
SOIL_11215;498.00;554.00;346.00;399.00;459.00;525.00;526.00;456.00;516.00;566.00;0.11;2.03;0.57;146.70;202.97;67.87;186.40;0.79;3.60;0.22;16.71;355.00;417.00;2.03;5.48;54.49;45.51;26.96;
SOIL_11216;507.00;566.00;350.00;400.00;460.00;525.00;536.00;464.00;522.00;569.00;0.13;1.61;0.52;118.33;197.00;70.18;183.38;0.65;3.12;0.19;16.35;360.00;421.00;1.61;4.70;61.79;38.21;32.14;
SOIL_11216BIS;507.00;565.00;352.00;403.00;461.00;525.00;535.00;464.00;522.00;568.00;0.12;1.64;0.52;118.38;195.71;69.71;182.17;0.65;3.17;0.19;16.74;360.00;421.00;1.64;4.78;62.73;37.27;32.45;
SOIL_11221;498.00;558.00;344.00;394.00;452.00;520.00;517.00;455.00;513.00;562.00;0.11;2.22;0.58;148.56;190.45;71.26;179.23;0.83;3.84;0.21;18.01;348.00;412.00;2.22;5.30;51.59;48.41;24.50;
SOIL_11223;503.00;560.00;350.00;403.00;463.00;526.00;537.00;462.00;520.00;568.00;0.12;1.61;0.53;133.86;209.23;73.39;194.10;0.69;3.03;0.21;14.53;359.00;419.00;1.61;4.68;60.17;39.83;30.65;
SOIL_11224;504.00;564.00;355.00;406.00;464.00;526.00;540.00;467.00;522.00;568.00;0.12;1.19;0.48;107.37;211.98;68.12;193.10;0.56;2.48;0.19;13.32;359.00;416.00;1.19;4.04;72.76;27.24;25.89;
SOIL_11225;470.00;530.00;338.00;390.00;445.00;512.00;496.00;435.00;489.00;553.00;0.07;0.87;0.49;117.47;227.07;66.49;203.14;0.58;1.78;0.20;8.97;334.00;391.00;0.87;2.48;68.90;31.10;20.59;
SOIL_11226;495.00;556.00;342.00;390.00;446.00;515.00;507.00;450.00;510.00;559.00;0.10;1.54;0.51;112.48;192.38;73.23;181.76;0.62;3.02;0.18;16.45;353.00;411.00;1.54;4.12;59.93;40.07;28.67;
SOIL_11227;486.00;546.00;345.00;395.00;451.00;517.00;508.00;447.00;508.00;556.00;0.05;0.77;0.48;108.18;205.85;72.86;191.35;0.57;1.60;0.19;8.60;347.00;402.00;0.77;2.34;74.43;25.57;22.16;
SOIL_11229;511.00;570.00;357.00;410.00;468.00;530.00;534.00;468.00;523.00;571.00;0.13;1.24;0.49;114.65;206.76;85.70;199.34;0.58;2.55;0.20;12.99;359.00;419.00;1.24;4.05;72.20;27.80;27.22;
SOIL_11230;505.00;562.00;349.00;399.00;457.00;524.00;525.00;456.00;516.00;564.00;0.13;1.79;0.52;127.60;204.00;82.40;195.44;0.65;3.45;0.20;16.90;360.00;420.00;1.79;5.10;59.79;40.21;32.05;
SOIL_11231;506.00;565.00;351.00;402.00;461.00;526.00;542.00;465.00;522.00;570.00;0.12;1.46;0.53;125.17;216.05;66.85;195.32;0.64;2.78;0.20;14.07;358.00;418.00;1.46;4.29;62.66;37.34;31.84;
SOIL_11232;511.00;571.00;354.00;404.00;461.00;526.00;538.00;470.00;522.00;571.00;0.12;1.62;0.52;129.64;194.85;92.53;194.59;0.67;3.11;0.21;15.06;354.00;416.00;1.62;4.56;60.33;39.67;30.68;
SOIL_11233;510.00;570.00;355.00;406.00;465.00;528.00;560.00;466.00;522.00;571.00;0.12;1.24;0.49;120.55;211.93;87.12;203.92;0.59;2.54;0.20;12.44;358.00;419.00;1.24;3.98;71.30;28.70;26.68;
SOIL_11236;507.00;565.00;352.00;402.00;460.00;525.00;542.00;463.00;518.00;568.00;0.11;1.48;0.50;122.01;206.65;89.59;201.48;0.61;2.97;0.20;14.59;358.00;419.00;1.48;4.52;63.06;36.94;32.04;
SOIL_11237;509.00;570.00;351.00;399.00;455.00;523.00;539.00;465.00;520.00;568.00;0.12;1.28;0.47;112.87;205.78;95.59;204.28;0.55;2.70;0.20;13.64;354.00;416.00;1.28;3.91;62.74;37.26;29.36;
SOIL_11237BIS;507.00;568.00;351.00;400.00;455.00;522.00;541.00;465.00;520.00;568.00;0.11;1.27;0.47;111.54;200.38;97.73;201.57;0.55;2.68;0.20;13.76;356.00;415.00;1.27;3.88;62.95;37.05;29.68;
SOIL_11238;507.00;568.00;353.00;403.00;460.00;525.00;538.00;463.00;519.00;566.00;0.12;1.15;0.45;105.95;214.31;97.71;211.70;0.50;2.55;0.20;13.04;356.00;416.00;1.15;3.88;71.73;28.27;26.01;
SOIL_11239;508.00;568.00;349.00;399.00;455.00;522.00;526.00;466.00;520.00;568.00;0.12;1.84;0.53;131.78;194.84;87.73;191.83;0.69;3.47;0.21;16.80;355.00;418.00;1.84;4.91;57.04;42.96;29.42;
SOIL_11296;506.00;563.00;356.00;410.00;470.00;530.00;536.00;470.00;524.00;573.00;0.11;1.65;0.55;140.98;199.61;80.61;191.23;0.74;3.01;0.21;14.14;360.00;421.00;1.65;4.74;60.16;39.84;30.87;
SOIL_11297;501.00;557.00;347.00;399.00;457.00;524.00;517.00;459.00;517.00;565.00;0.11;2.47;0.59;155.90;191.89;64.05;176.16;0.89;4.16;0.22;19.13;357.00;420.00;2.47;6.08;52.11;47.89;27.17;
SOIL_11298;502.00;558.00;348.00;398.00;457.00;524.00;536.00;458.00;517.00;567.00;0.12;2.46;0.59;159.49;191.94;71.70;180.56;0.88;4.14;0.22;18.57;358.00;418.00;2.46;5.92;52.29;47.71;27.37;
SOIL_11299;498.00;555.00;345.00;397.00;458.00;524.00;530.00;457.00;515.00;565.00;0.12;2.33;0.58;153.75;194.01;67.83;179.86;0.85;3.99;0.22;18.27;353.00;415.00;2.33;5.90;52.40;47.60;26.94;
SOIL_11301;503.00;560.00;349.00;401.00;461.00;526.00;531.00;461.00;519.00;568.00;0.11;1.97;0.56;146.06;199.64;74.62;187.83;0.78;3.49;0.22;16.22;359.00;420.00;1.97;5.18;54.51;45.49;27.22;
SOIL_11475;487.00;540.00;348.00;403.00;463.00;526.00;530.00;457.00;514.00;566.00;0.10;2.25;0.62;178.05;200.18;65.50;183.01;0.97;3.65;0.24;15.23;346.00;406.00;2.25;5.56;52.63;47.37;29.14;
SOIL_11476;490.00;543.00;348.00;401.00;460.00;524.00;522.00;458.00;516.00;566.00;0.12;2.57;0.61;171.52;200.38;62.85;181.65;0.94;4.21;0.23;18.09;349.00;411.00;2.57;6.20;51.41;48.59;29.70;
SOIL_11477;493.00;546.00;350.00;403.00;461.00;524.00;526.00;462.00;517.00;567.00;0.12;2.52;0.61;165.34;193.53;61.94;176.14;0.94;4.13;0.22;18.36;349.00;411.00;2.52;6.09;52.22;47.78;29.28;
SOIL_11478;490.00;542.00;347.00;400.00;460.00;524.00;524.00;455.00;513.00;565.00;0.12;2.82;0.63;183.38;193.59;65.50;178.22;1.03;4.51;0.24;18.56;348.00;411.00;2.82;6.56;50.67;49.33;30.75;
SOIL_11479;488.00;543.00;347.00;402.00;461.00;524.00;532.00;453.00;514.00;565.00;0.12;2.02;0.55;146.63;221.61;63.93;197.70;0.74;3.65;0.22;16.62;347.00;407.00;2.02;5.73;56.63;43.37;28.42;
SOIL_11486;503.00;558.00;351.00;404.00;463.00;526.00;533.00;470.00;523.00;571.00;0.12;2.26;0.59;157.82;190.83;70.20;178.90;0.88;3.80;0.22;17.28;354.00;419.00;2.26;5.58;52.97;47.03;27.81;
SOIL_11486BIS;500.00;557.00;349.00;403.00;462.00;525.00;539.00;468.00;522.00;571.00;0.12;2.27;0.59;158.96;192.11;70.35;179.92;0.88;3.82;0.22;17.23;353.00;417.00;2.27;5.62;53.01;46.99;27.92;
SOIL_11487;495.00;551.00;362.00;414.00;471.00;529.00;508.00;457.00;511.00;564.00;0.09;1.73;0.56;157.55;220.56;73.39;202.34;0.78;3.10;0.23;13.26;353.00;416.00;1.73;5.29;60.12;39.88;29.72;
SOIL_11488;490.00;542.00;353.00;404.00;461.00;524.00;501.00;441.00;501.00;556.00;0.11;2.48;0.58;167.07;228.56;63.34;202.42;0.83;4.30;0.24;17.89;350.00;413.00;2.48;6.85;52.52;47.48;27.39;
SOIL_11489;498.00;553.00;361.00;412.00;467.00;527.00;510.00;457.00;511.00;562.00;0.11;2.04;0.55;145.41;219.03;71.47;200.14;0.73;3.73;0.22;16.90;356.00;418.00;2.04;6.15;58.50;41.50;30.78;
SOIL_11490;499.00;554.00;363.00;415.00;471.00;529.00;520.00;456.00;511.00;562.00;0.11;1.45;0.49;125.24;240.68;71.15;215.69;0.58;2.95;0.21;13.93;356.00;416.00;1.45;5.25;65.38;34.62;32.65;
SOIL_11491;494.00;549.00;365.00;421.00;479.00;533.00;514.00;452.00;509.00;566.00;0.08;1.03;0.49;134.18;258.23;71.04;228.40;0.59;2.11;0.23;9.21;349.00;411.00;1.03;4.47;75.28;24.72;25.37;
SOIL_11492;507.00;565.00;362.00;412.00;470.00;529.00;523.00;458.00;513.00;567.00;0.10;1.64;0.51;132.69;218.20;81.20;205.09;0.65;3.20;0.21;14.90;360.00;422.00;1.64;5.38;62.12;37.88;32.09;
SOIL_11493;502.00;560.00;356.00;405.00;460.00;525.00;516.00;448.00;506.00;560.00;0.10;1.93;0.54;146.84;222.05;77.01;205.50;0.71;3.58;0.23;15.83;357.00;420.00;1.93;5.61;58.91;41.09;30.90;
SOIL_11494;494.00;548.00;353.00;402.00;459.00;524.00;494.00;438.00;499.00;555.00;0.09;2.28;0.56;159.65;224.48;69.96;203.24;0.79;4.05;0.24;17.17;352.00;414.00;2.28;6.49;54.90;45.10;26.12;
SOIL_11495;498.00;554.00;354.00;405.00;463.00;526.00;501.00;446.00;503.00;561.00;0.08;2.10;0.57;164.90;214.35;76.79;199.76;0.83;3.67;0.24;15.35;351.00;415.00;2.10;5.93;53.63;46.37;27.37;
SOIL_11496;499.00;554.00;358.00;409.00;466.00;527.00;515.00;446.00;506.00;561.00;0.10;1.63;0.50;131.93;240.01;73.44;216.52;0.61;3.25;0.22;14.89;360.00;420.00;1.63;5.69;62.57;37.43;32.44;
SOIL_11497;509.00;566.00;363.00;412.00;468.00;528.00;530.00;458.00;512.00;564.00;0.11;1.46;0.47;116.21;224.92;81.89;210.37;0.55;3.07;0.20;15.12;363.00;424.00;1.46;5.18;66.45;33.55;33.01;
SOIL_17909;502.00;558.00;362.00;413.00;470.00;529.00;527.00;462.00;514.00;570.00;0.08;1.54;0.55;139.64;204.56;71.29;189.50;0.74;2.82;0.21;13.27;360.00;421.00;1.54;4.84;62.21;37.79;30.68;
SOIL_17910;492.00;544.00;359.00;409.00;465.00;526.00;499.00;440.00;498.00;553.00;0.08;1.81;0.55;151.77;231.67;64.91;205.58;0.74;3.29;0.23;14.41;361.00;417.00;1.81;5.55;60.16;39.84;29.76;
SOIL_17910BIS;490.00;542.00;357.00;407.00;465.00;526.00;496.00;440.00;498.00;553.00;0.09;1.79;0.55;150.96;235.65;62.03;206.83;0.73;3.27;0.23;14.30;359.00;414.00;1.79;5.55;59.89;40.11;29.51;
SOIL_17911;481.00;552.00;347.00;398.00;452.00;517.00;492.00;428.00;483.00;541.00;0.05;0.39;0.35;95.62;339.60;85.49;295.83;0.32;1.10;0.22;4.89;340.00;396.00;0.39;1.79;76.19;23.81;28.60;
SOIL_17912;504.00;562.00;366.00;417.00;473.00;531.00;509.00;460.00;513.00;565.00;0.09;1.31;0.49;120.22;220.30;77.21;204.34;0.59;2.67;0.20;13.09;360.00;420.00;1.31;4.87;68.06;31.94;30.42;
SOIL_17913;473.00;535.00;351.00;400.00;453.00;517.00;492.00;431.00;486.00;543.00;0.05;0.95;0.50;125.94;230.82;70.94;208.40;0.60;1.90;0.21;9.08;335.00;391.00;0.95;2.89;68.12;31.88;25.54;
SOIL_17914;474.00;536.00;352.00;401.00;454.00;517.00;499.00;432.00;487.00;544.00;0.05;0.92;0.49;122.53;229.10;75.80;209.94;0.58;1.86;0.21;9.02;336.00;392.00;0.92;2.84;68.44;31.56;21.91;
SOIL_17915;475.00;538.00;349.00;398.00;452.00;516.00;494.00;424.00;480.00;539.00;0.05;0.75;0.47;112.98;238.60;72.95;215.21;0.53;1.62;0.20;8.04;340.00;395.00;0.75;2.48;72.94;27.06;24.17;
SOIL_17916;502.00;561.00;353.00;399.00;453.00;521.00;510.00;442.00;502.00;553.00;0.10;1.66;0.48;115.04;222.26;76.15;205.16;0.56;3.45;0.20;17.40;360.00;419.00;1.66;5.20;57.42;42.58;23.60;
SOIL_17917;489.00;548.00;341.00;386.00;439.00;511.00;504.00;438.00;497.00;550.00;0.13;3.98;0.60;168.75;197.54;76.87;187.59;0.90;6.69;0.24;28.44;344.00;407.00;3.98;8.63;48.64;51.36;25.72;
SOIL_17918;487.00;538.00;354.00;404.00;459.00;523.00;489.00;444.00;499.00;556.00;0.09;2.87;0.61;176.65;212.00;61.92;189.56;0.93;4.71;0.24;19.55;346.00;409.00;2.87;7.26;50.62;49.38;29.54;
SOIL_17919;463.00;505.00;344.00;393.00;443.00;509.00;439.00;410.00;454.00;527.00;0.08;1.75;0.62;198.50;224.24;68.59;202.27;0.98;2.82;0.27;10.62;336.00;393.00;1.75;3.70;52.84;47.16;30.28;
SOIL_17920;502.00;561.00;357.00;406.00;461.00;526.00;512.00;447.00;505.00;557.00;0.08;1.38;0.49;121.07;223.86;82.15;209.75;0.58;2.84;0.21;13.74;358.00;417.00;1.38;4.62;65.56;34.44;32.03;
SOIL_17921;473.00;520.00;338.00;381.00;433.00;506.00;487.00;421.00;474.00;539.00;0.10;4.35;0.71;254.54;177.50;66.94;167.34;1.52;6.14;0.30;20.61;333.00;393.00;4.35;7.31;38.33;61.67;18.79;
SOIL_17922;503.00;563.00;357.00;406.00;461.00;526.00;508.00;446.00;504.00;556.00;0.09;1.31;0.47;114.94;229.75;80.00;212.81;0.54;2.78;0.20;13.69;357.00;417.00;1.31;4.56;67.67;32.33;31.81;
SOIL_17956;494.00;555.00;353.00;399.00;453.00;520.00;514.00;444.00;502.00;556.00;0.06;1.24;0.50;124.62;203.92;86.55;197.76;0.63;2.46;0.21;11.97;350.00;407.00;1.24;3.63;62.97;37.03;18.33;
SOIL_17956BIS;495.00;556.00;353.00;399.00;453.00;520.00;512.00;444.00;502.00;556.00;0.07;1.25;0.51;126.32;203.47;88.08;198.31;0.64;2.46;0.21;11.90;350.00;407.00;1.25;3.61;62.77;37.23;18.04;
SOIL_17960;499.00;554.00;354.00;401.00;456.00;523.00;511.00;443.00;499.00;554.00;0.09;2.83;0.58;163.81;207.77;74.70;193.79;0.85;4.86;0.23;20.80;355.00;418.00;2.83;7.17;50.45;49.55;26.03;
SOIL_17961;494.00;550.00;355.00;405.00;462.00;526.00;507.00;440.00;499.00;556.00;0.08;2.00;0.54;144.52;219.63;71.33;200.49;0.72;3.68;0.22;16.66;352.00;412.00;2.00;6.07;57.97;42.03;29.21;
SOIL_17962;490.00;545.00;349.00;397.00;454.00;521.00;502.00;438.00;495.00;553.00;0.10;3.26;0.60;176.39;216.13;67.43;195.71;0.90;5.45;0.24;22.27;345.00;408.00;3.26;8.13;49.96;50.04;25.27;
SOIL_17963;507.00;564.00;361.00;410.00;468.00;529.00;525.00;454.00;508.00;565.00;0.08;1.72;0.54;145.66;214.21;86.23;205.07;0.71;3.21;0.23;14.23;356.00;420.00;1.72;5.35;61.59;38.41;31.76;
SOIL_17966;467.00;519.00;340.00;388.00;441.00;508.00;464.00;420.00;466.00;534.00;0.07;1.85;0.58;159.92;206.53;72.37;191.56;0.83;3.19;0.23;13.92;330.00;386.00;1.85;4.17;51.92;48.08;20.17;
SOIL_17967;497.00;558.00;353.00;400.00;453.00;518.00;510.00;444.00;501.00;552.00;0.07;1.27;0.47;104.77;212.26;78.32;199.12;0.53;2.73;0.19;14.60;357.00;412.00;1.27;4.01;61.60;38.40;24.90;
SOIL_17979;500.00;555.00;354.00;400.00;455.00;521.00;502.00;437.00;496.00;551.00;0.12;2.74;0.55;145.58;215.28;73.88;198.78;0.73;5.01;0.22;22.69;361.00;421.00;2.74;7.43;52.61;47.39;23.59;
SOIL_17980;504.00;561.00;356.00;403.00;458.00;524.00;509.00;447.00;504.00;558.00;0.11;2.18;0.53;140.96;217.12;80.82;204.09;0.69;4.09;0.22;18.61;362.00;422.00;2.18;6.23;58.00;42.00;30.01;
SOIL_17981;507.00;567.00;362.00;410.00;466.00;527.00;520.00;457.00;510.00;564.00;0.09;1.71;0.51;134.84;208.04;94.59;205.35;0.66;3.33;0.22;15.31;353.00;415.00;1.71;5.30;62.01;37.99;32.31;
SOIL_17982;506.00;565.00;360.00;407.00;462.00;526.00;527.00;452.00;508.00;563.00;0.09;1.69;0.52;135.47;213.79;89.20;206.46;0.66;3.27;0.22;15.04;356.00;417.00;1.69;5.15;61.61;38.39;32.22;
SOIL_17983;493.00;550.00;348.00;394.00;448.00;516.00;508.00;436.00;492.00;548.00;0.10;3.87;0.63;182.88;194.64;68.85;180.90;1.01;6.17;0.24;25.51;347.00;410.00;3.87;8.25;48.14;51.86;25.21;
SOIL_17984;508.00;564.00;366.00;417.00;475.00;533.00;521.00;460.00;514.00;568.00;0.08;1.52;0.54;142.26;204.20;83.19;196.04;0.73;2.84;0.22;12.92;361.00;422.00;1.52;5.07;64.38;35.62;30.18;
SOIL_17985;495.00;549.00;350.00;397.00;453.00;520.00;513.00;440.00;499.00;553.00;0.12;3.73;0.61;176.34;204.67;64.42;185.66;0.95;6.10;0.24;25.49;358.00;418.00;3.73;8.74;48.13;51.87;25.31;
SOIL_17985BIS;495.00;550.00;350.00;397.00;453.00;520.00;510.00;439.00;498.00;552.00;0.11;3.78;0.61;178.42;203.57;65.25;185.34;0.96;6.15;0.24;25.55;358.00;419.00;3.78;8.76;48.15;51.85;25.27;
SOIL_17986;500.00;558.00;359.00;409.00;465.00;527.00;533.00;454.00;516.00;566.00;0.13;1.26;0.46;110.19;249.15;73.77;223.36;0.49;2.76;0.20;13.76;356.00;413.00;1.26;4.80;68.92;31.08;31.53;
SOIL_17987;485.00;544.00;348.00;396.00;450.00;517.00;505.00;429.00;495.00;550.00;0.05;1.00;0.50;119.86;230.92;63.47;204.21;0.59;2.01;0.20;10.05;348.00;403.00;1.00;3.08;66.24;33.76;20.96;
SOIL_17988;506.00;568.00;352.00;399.00;452.00;519.00;530.00;448.00;511.00;565.00;0.13;1.87;0.50;117.78;211.77;78.24;198.72;0.59;3.76;0.20;19.19;357.00;417.00;1.87;5.33;57.73;42.27;27.99;
SOIL_17989;510.00;569.00;366.00;417.00;474.00;531.00;532.00;460.00;519.00;569.00;0.12;1.13;0.45;107.61;235.99;82.89;219.00;0.49;2.50;0.20;12.67;360.00;419.00;1.13;4.46;74.11;25.89;24.63;
SOIL_17990;503.00;560.00;360.00;413.00;471.00;531.00;541.00;452.00;515.00;567.00;0.10;1.26;0.48;118.38;245.44;71.73;219.49;0.54;2.65;0.21;12.84;358.00;417.00;1.26;4.96;68.35;31.65;29.91;
SOIL_17991;500.00;558.00;350.00;396.00;451.00;520.00;525.00;448.00;509.00;561.00;0.10;1.95;0.53;135.26;220.35;74.06;202.57;0.67;3.67;0.21;17.36;357.00;416.00;1.95;5.34;54.81;45.19;25.72;
SOIL_17992;497.00;552.00;352.00;403.00;460.00;525.00;532.00;441.00;507.00;563.00;0.11;2.41;0.56;153.89;231.31;63.21;204.34;0.75;4.30;0.23;18.84;358.00;420.00;2.41;6.92;56.48;43.52;28.99;
SOIL_17993;507.00;564.00;358.00;408.00;464.00;527.00;540.00;453.00;517.00;567.00;0.12;1.63;0.49;115.26;224.36;71.80;204.20;0.56;3.33;0.20;17.04;362.00;421.00;1.63;5.44;64.76;35.24;33.41;
SOIL_17994;505.00;564.00;361.00;412.00;469.00;530.00;542.00;458.00;517.00;569.00;0.10;1.06;0.44;111.54;256.01;93.30;239.51;0.47;2.42;0.21;11.42;357.00;417.00;1.06;4.36;75.60;24.40;23.49;
SOIL_17995;508.00;568.00;357.00;404.00;457.00;523.00;541.00;454.00;514.00;566.00;0.11;1.41;0.46;109.89;226.92;89.95;216.44;0.51;3.09;0.20;15.49;359.00;418.00;1.41;4.77;65.38;34.62;32.87;
SOIL_17996;503.00;563.00;357.00;406.00;461.00;525.00;537.00;454.00;515.00;566.00;0.11;1.20;0.44;106.45;240.90;93.52;228.64;0.47;2.74;0.20;13.55;355.00;414.00;1.20;4.47;69.78;30.22;30.97;
SOIL_17997;509.00;567.00;358.00;405.00;460.00;525.00;535.00;459.00;516.00;568.00;0.10;1.69;0.49;126.07;221.24;91.85;213.39;0.59;3.43;0.21;16.16;356.00;417.00;1.69;5.27;62.28;37.72;33.33;
SOIL_17998;477.00;534.00;350.00;401.00;455.00;519.00;510.00;436.00;500.00;557.00;0.07;1.22;0.48;125.43;266.01;72.70;235.01;0.53;2.56;0.22;11.76;344.00;399.00;1.22;4.00;61.46;38.54;14.65;
SOIL_17998BIS;478.00;536.00;351.00;402.00;457.00;520.00;507.00;437.00;501.00;557.00;0.08;1.22;0.47;123.53;266.71;72.59;235.45;0.52;2.58;0.22;11.93;344.00;400.00;1.22;4.06;64.41;35.59;19.58;
