Analyse;T70_HC_PYR;T90_HC_PYR;T30_CO2_PYR;T50_CO2_PYR;T70_CO2_PYR;T90_CO2_PYR;T70_CO_OX;T50_CO2_OX;T70_CO2_OX;T90_CO2_OX;PseudoS1;S2;S2_PC;HI;OI;OICO;OIRE6;HI_OIre6;PC;PC_TOCRE6;TOCRE6;T10_HC_PYR;T30_HC_PYR;S1S2_HC_PYR;S1S2_TOT_PYR;StableCarbon;ActiveCarbon;Confidence;
SOIL_11355;476.00;531.00;356.00;408.00;462.00;524.00;477.00;432.00;487.00;545.00;0.12;2.99;0.56;164.67;241.25;69.47;215.15;0.77;5.30;0.24;21.87;340.00;397.00;2.99;8.27;55.68;44.32;32.22;
SOIL_11355BIS;476.00;531.00;356.00;407.00;462.00;524.00;478.00;432.00;487.00;545.00;0.12;3.02;0.57;165.17;241.12;67.92;214.17;0.77;5.34;0.24;22.01;340.00;396.00;3.02;8.32;54.57;45.43;32.02;
SOIL_11356;461.00;519.00;353.00;406.00;459.00;521.00;419.00;409.00;463.00;530.00;0.12;2.33;0.48;148.60;336.56;71.04;285.37;0.52;4.86;0.26;18.89;334.00;388.00;2.33;7.94;57.75;42.25;36.09;
SOIL_11357;459.00;518.00;352.00;404.00;457.00;519.00;428.00;409.00;464.00;530.00;0.12;2.13;0.48;148.69;339.26;72.84;288.36;0.52;4.46;0.26;17.24;334.00;388.00;2.13;7.16;57.39;42.61;33.34;
SOIL_11359;461.00;520.00;351.00;403.00;455.00;518.00;444.00;415.00;468.00;532.00;0.10;1.68;0.47;140.03;320.01;71.89;273.82;0.51;3.54;0.25;14.42;333.00;387.00;1.68;5.53;57.08;42.92;27.94;
SOIL_11361;469.00;524.00;354.00;405.00;458.00;520.00;469.00;425.00;482.00;539.00;0.11;2.73;0.55;158.75;254.94;68.78;224.71;0.71;5.00;0.24;20.73;336.00;391.00;2.73;7.55;55.08;44.92;30.52;
SOIL_11365;455.00;504.00;341.00;389.00;442.00;509.00;431.00;410.00;450.00;523.00;0.07;1.85;0.63;200.32;212.07;64.28;190.96;1.05;2.93;0.26;11.12;313.00;365.00;1.85;3.76;51.20;48.80;32.06;
SOIL_11367;468.00;520.00;350.00;402.00;455.00;518.00;474.00;431.00;484.00;540.00;0.14;3.65;0.57;174.74;257.81;73.67;229.60;0.76;6.43;0.26;25.20;328.00;387.00;3.65;9.18;51.00;49.00;26.09;
SOIL_11377;460.00;519.00;343.00;396.00;450.00;516.00;430.00;410.00;452.00;521.00;0.08;1.05;0.50;144.95;293.62;71.51;254.41;0.57;2.12;0.24;8.71;326.00;379.00;1.05;3.10;66.71;33.29;30.44;
SOIL_11378;459.00;516.00;344.00;393.00;445.00;512.00;429.00;408.00;446.00;517.00;0.07;1.61;0.58;173.39;231.80;69.46;208.27;0.83;2.77;0.25;11.19;322.00;374.00;1.61;3.78;54.99;45.01;27.10;
SOIL_11379;464.00;520.00;345.00;395.00;446.00;512.00;412.00;405.00;446.00;518.00;0.09;1.25;0.48;132.76;295.44;67.79;253.60;0.52;2.62;0.23;11.32;332.00;385.00;1.25;3.88;60.70;39.30;24.74;
SOIL_11383;461.00;521.00;346.00;398.00;451.00;516.00;422.00;408.00;452.00;522.00;0.07;0.93;0.49;140.43;286.77;73.09;250.32;0.56;1.90;0.24;8.00;329.00;382.00;0.93;2.86;69.06;30.94;32.18;
SOIL_11384;464.00;519.00;343.00;394.00;449.00;518.00;475.00;416.00;461.00;530.00;0.06;1.31;0.60;194.47;236.91;77.27;216.46;0.90;2.19;0.27;8.15;322.00;374.00;1.31;2.97;58.71;41.29;28.55;
SOIL_11386;464.00;518.00;345.00;396.00;448.00;514.00;435.00;411.00;457.00;527.00;0.09;1.35;0.51;145.98;276.62;66.65;239.26;0.61;2.63;0.24;11.15;329.00;383.00;1.35;3.82;60.11;39.89;25.62;
SOIL_11397;461.00;518.00;339.00;392.00;447.00;515.00;441.00;417.00;459.00;524.00;0.08;1.07;0.49;146.06;295.49;78.89;259.98;0.56;2.18;0.25;8.84;324.00;380.00;1.07;3.18;66.01;33.99;28.86;
SOIL_11397BIS;464.00;520.00;342.00;395.00;449.00;515.00;447.00;416.00;458.00;523.00;0.09;1.09;0.49;147.49;295.36;81.58;261.42;0.56;2.21;0.25;8.89;325.00;383.00;1.09;3.20;66.03;33.97;29.73;
SOIL_11421;460.00;519.00;347.00;396.00;447.00;512.00;463.00;416.00;463.00;530.00;0.05;1.04;0.53;145.32;233.67;71.95;211.05;0.69;1.96;0.23;8.63;325.00;377.00;1.04;2.75;67.02;32.98;32.35;
SOIL_11422;461.00;521.00;344.00;391.00;443.00;509.00;449.00;416.00;462.00;528.00;0.06;1.12;0.52;143.43;243.70;72.21;218.50;0.66;2.15;0.23;9.39;324.00;378.00;1.12;2.97;64.35;35.65;29.78;
SOIL_11423;460.00;518.00;349.00;399.00;450.00;514.00;458.00;418.00;468.00;534.00;0.07;1.29;0.49;136.94;264.06;78.06;236.65;0.58;2.62;0.23;11.39;329.00;382.00;1.29;3.82;62.25;37.75;22.71;
